"","UC"
"F58973",1.2229
"F58900",-1.307
"F55326",1.6164
"F27939",-1.4229
"F60404",1.5088
"F6277",0.4817
"F48504",-1.9683
"F11153",-1.0746
"F28232",-1.3854
"F50635",-1.2479
"F6239",-1.0133
"F11956",1.5975
"F1255",-1.159
"F31756",0.326
"F51952",-1.6086
"F36296",-1.0861
"F35906",-0.5169
"F53942",-1.2279
"F54515",0.4476
"F56333",-0.9285
"F51510",-0.4136
"F18929",0.456
"F56748",1.286
"F11715",-0.2848
"F46142",-1.2087
"F56497",-0.6478
"F26238",-2.9524
"F27648",1.6428
"F46496",-0.8453
"F9532",1.8031
"F20115",0.9084
"F41823",1.8446
"F50137",-0.7314
"F30866",0.7586
"F51259",-1.4465
"F7957",2.4979
"F27205",-0.8251
"F8840",-0.3717
"F50162",0.7049
"F44341",-0.7352
"F60983",1.5477
"F29761",-1.6442
"F25609",-2.6112
"F8496",-1.0381
"F28303",0.4244
"F50082",0.6885
"F19649",-1.4339
"F1740",-1.8014
"F17662",1.3605
"F47973",-0.3829
"F63585",1.1037
"F45397",-0.4732
"F25356",-1.7274
"F57281",-0.4219
"F44884",-1.5105
"F43904",-0.9689
"F55077",0.4117
"F34668",-0.9916
"F38072",-0.6475
"F4253",1.0722
"F6122",1.1461
"F11448",0.3459
"F58999",0.2933
"F43917",-1.6377
"F5578",1.4442
"F54788",-1.4596
"F38429",-1.8235
"F25929",1.7443
"F5954",2.4354
"F49264",-1.8124
"F6901",0.1811
"F6662",-1.1679
"F28540",-1.3798
"F8246",-1.3116
"F43271",1.7063
"F504",-0.4628
"F49373",-1.2143
"F62805",0.9846
"F34566",-0.2387
"F60964",2.2646
"F6032",-1.5291
"F12935",1.6857
"F1894",1.3435
"F47394",-0.9148
"F31011",1.2327
"F55114",-2.48
"F22945",-0.9853
"F44213",0.4924
"F59973",-1.7007
"F49486",-0.7977
"F2699",0.7084
"F12144",-1.342
"F34516",-0.3353
"F32745",-1.0167
"F62085",0.9751
"F50374",2.1705
"F1158",0.7692
"F33063",-0.8381
"F24359",0.5875
"F50519",1.4385
"F47725",1.4486
"F52254",-0.8826
"F2182",-1.0488
"F48168",-0.8706
"F49207",-0.7672
"F10229",-1.1817
"F28469",-1.2792
"F29606",1.3879
"F57202",-1.8016
"F10717",-0.7393
"F35454",-1.5509
"F44577",1.2421
"F6817",0.8048
"F2944",-0.7047
"F18127",-1.6075
"F33756",-1.3434
"F5605",-1.0173
"F24648",1.349
"F159",0.905
"F10326",-2.6865
"F26306",2.1663
"F6485",-0.668
"F4242",-0.9705
"F50560",-1.5898
"F44916",-0.7986
"F54696",-2.4504
"F20563",0.2645
"F35151",-0.6096
"F34814",0.4915
"F39316",-1.4666
"F2145",-0.6813
"F15242",1.0668
"F18582",0.6062
"F59961",0.4951
"F64303",1.4436
"F30897",0.4858
"F40038",-1.7137
"F43852",-0.9451
"F47739",-0.8002
"F6530",0.732
"F17660",1.4612
"F16240",-2.8677
"F60797",0.7079
"F12482",-2.0308
"F27422",-1.2098
"F9106",1.4193
"F59157",1.2373
"F45834",-1.2782
"F21360",1.4515
"F47296",1.3586
"F9724",2.3642
"F49927",-1.0429
"F3791",-1.0172
"F32755",1.7063
"F21275",0.5603
"F54196",1.0212
"F59891",1.2992
"F6827",1.6008
"F28047",-0.8773
"F46888",-1.1052
"F5345",-1.7188
"F7384",1.8399
"F286",1.837
"F23624",-2.0638
"F58448",0.5793
"F60307",1.3123
"F5419",-0.7528
"F3576",-1.5243
"F24987",0.6975
"F58665",-1.3512
"F16919",0.3205
"F43914",1.047
"F633",-1.4827
"F60971",1.8792
"F52062",-1.4559
"F17383",-1.5973
"F18857",0.4553
"F29567",0.3916
"F11283",-1.3521
"F8590",-1.0676
"F29080",-1.3902
"F9717",1.0746
"F47118",0.592
"F26383",-1.639
"F56799",-0.9327
"F37251",1.8825
"F524",-1.2068
"F25038",1.6218
"F1714",-0.6716
"F7524",-1.0498
"F50229",-1.0077
"F43923",-1.2394
"F37748",1.7302
"F4566",1.9216
"F20702",-1.3695
"F54059",-1.1981
"F20851",2.4742
"F13708",1.7799
"F5899",-1.0759
"F15951",-1.3333
"F18845",-1.7888
"F10722",0.3331
"F3158",-1.3946
"F7470",-0.9414
"F12651",-1.6468
"F23778",-1.6145
"F19373",-0.7549
"F993",-0.664
"F24575",1.0714
"F50798",-0.4433
"F62897",-1.0163
"F2304",0.8827
"F4514",-0.5488
"F53888",-0.3408
"F4040",-1.4897
"F19480",-0.9687
"F34412",-0.7108
"F5165",1.1943
"F21298",-1.0116
"F7977",-1.2052
"F39056",-0.6455
"F53622",0.9257
"F10805",0.373
"F3651",0.3617
"F36081",-2.8038
"F38656",-0.7202
"F63021",1.3274
"F26985",-0.7583
"F56785",1.8286
"F8742",-1.0757
"F22734",-0.9895
"F30255",1.6334
"F30018",1.2062
"F8940",-0.4332
"F44051",2.5298
"F39840",1.2975
"F33387",-2.1589
"F10217",0.5591
"F27760",-0.5093
"F46920",0.5141
"F47008",0.5992
"F55694",-1.9852
"F56598",-0.8848
"F28378",-0.6482
"F50150",-0.5937
"F10078",0.5745
"F16426",-1.1274
"F18099",-1.5487
"F18091",0.5804
"F20981",-1.7228
"F3162",-1.0493
"F26935",2.3775
"F61576",1.1353
"F405",1.1089
"F52232",-0.5463
"F9415",-1.2459
"F16586",-2.8461
"F258",-1.0397
"F23237",-1.472
"F50520",-0.7191
"F39788",-1.6363
"F8632",-0.4948
"F9991",-2.3391
"F48646",-1.7262
"F7336",1.6192
"F6048",-0.607
"F6212",-0.7875
"F22449",1.844
"F32519",-1.5699
"F4918",-0.3764
"F60281",-2.3403
"F55891",0.4941
"F468",-0.821
"F21914",-1.2864
"F43891",-0.254
"F52122",-0.3966
"F28160",2.8796
"F7958",-0.9829
"F54590",-2.8241
"F32759",-1.1429
"F30611",-1.7402
"F60077",-0.6459
"F51227",-2.147
"F49991",-0.5357
"F31628",1.5777
"F50365",-0.391
"F33813",-0.5549
"F62895",1.8863
"F47057",1.2767
"F32047",0.8146
"F29772",-1.3035
"F2298",-1.5285
"F26918",-0.5478
"F44385",-0.9701
"F55940",0.5835
"F5467",1.2621
"F26636",-1.5144
"F27494",1.6079
"F5172",-1.0516
"F957",-0.9461
"F12069",1.1709
"F62467",1.4985
"F33138",-1.2173
"F49783",0.4503
"F52880",0.5785
"F53587",-1.411
"F11675",0.3184
"F58981",0.5048
"F8517",0.2351
"F8458",-1.5714
"F34764",0.6737
"F27290",1.5616
"F10067",-0.7522
"F50129",1.6956
"F32109",-3.1976
"F44600",-0.4933
"F47236",-0.8704
"F17869",1.1697
"F7681",-0.2802
"F4708",-0.9797
"F53373",-0.5363
"F67063",1.3819
"F26471",1.3767
"F2833",-1.2018
"F24213",-0.9216
"F1960",-0.5344
"F56383",0.421
"F6101",-0.6526
"F8951",-1.0204
"F50524",-1.3532
"F24952",-0.9323
"F7518",-2.7221
"F8473",-0.4339
"F24215",0.9948
"F9708",-0.692
"F51830",-1.5208
"F24573",-1.5536
"F41712",-1.6799
"F4262",-1.3752
"F300",1.1126
"F11409",-0.7952
"F7229",-1.0846
"F14891",2.1345
"F50016",-0.7469
"F49456",1.0218
"F24721",-2.3746
"F6187",-1.0234
"F7071",-0.8368
"F60999",1.6552
"F61834",2.0686
"F32875",-2.5251
"F23012",-0.807
"F58444",0.444
"F48256",-0.2116
"F55393",0.4743
"F18031",-1.0992
"F18751",-0.7858
"F50364",-0.7899
"F12910",-1.5381
"F31669",0.2387
"F53113",-0.9527
"F52038",-0.4822
"F33239",-0.5228
"F61333",1.2798
"F37015",-1.097
"F27558",-2.5395
"F40071",-1.2972
"F47909",-1.2122
"F18688",-1.5958
"F2418",1.1944
"F18110",-2.3352
"F23109",-1.818
"F25745",-1.9114
"F4999",0.5661
"F50138",-0.3618
"F58632",2.4666
"F57280",-2.0488
"F47820",-1.525
"F52299",-0.3572
"F25515",-1.6842
"F49691",-1.0679
"F44039",1.7892
"F37802",-2.9475
"F56247",-0.8684
"F21416",-1.5833
"F8360",1.0565
"F53463",-1.4093
"F57921",-2.245
"F50999",-0.4447
"F53103",-0.9694
"F47191",0.266
"F49369",-0.2707
"F2446",0.811
"F37141",-1.9589
"F8823",-1.0382
"F58200",-1.5099
"F54923",-1.2339
"F25689",-2.2549
"F62112",0.8201
"F49657",1.1507
"F49402",-0.7404
"F8109",-0.776
"F12246",-1.7099
"F3802",-2.4406
"F46548",0.2194
"F59606",1.0618
"F56014",0.8176
"F63431",-0.7205
"F495",-1.0486
"F51826",0.2221
"F35040",-1.0577
"F52281",-0.4222
"F7723",-1.1692
"F48708",-0.3372
"F20321",-2.126
"F32333",-0.2605
"F2382",-1.7249
"F51009",-0.5902
"F345",-1.0642
"F6424",-0.6954
"F39701",0.4675
"F24810",1.7595
"F10190",-2.0592
"F11926",0.3702
"F44056",-0.4112
"F47343",-1.9127
"F6700",0.3503
"F54442",0.4773
"F27466",-1.3839
"F66945",0.8968
"F23671",-0.4474
"F2877",-1.3084
"F25458",-1.6216
"F24636",0.8014
"F3094",-0.3187
"F40831",-2.2986
"F29788",1.0742
"F8022",-3.7333
"F27464",1.2234
"F12755",-1.2556
"F11539",-0.4714
"F4517",-0.9334
"F47671",2.2737
"F44774",0.738
"F48931",0.4709
"F45440",-1.0276
"F12012",1.0575
"F14898",-0.3972
"F51047",1.1735
"F115",0.2615
"F28219",-1.2568
"F22729",0.9752
"F16464",0.9308
"F10614",-1.3297
"F3322",0.3208
"F30183",2.3337
"F30849",1.3341
"F60836",1.7764
"F46241",-2.155
"F46945",1.1887
"F25836",-0.8304
"F46756",-1.1764
"F40137",-2.2848
"F55037",-1.0029
"F28920",-1.5706
"F61859",1.6909
"F25053",-2.0852
"F11361",-0.7601
"F52105",-1.098
"F54885",0.4638
"F35388",0.6973
"F34987",1.4283
"F14931",-0.8228
"F12952",0.8276
"F25364",1.2338
"F58244",-0.5077
"F24698",0.6027
"F5669",1.1275
"F52527",-0.434
"F35950",-0.4133
"F57719",1.9863
"F2507",-0.435
"F657",-0.6539
"F53652",0.4366
"F20422",-1.4725
"F56546",-1.3427
"F4038",-1.4599
"F47217",0.4832
"F16070",-2.2718
"F936",-0.5465
"F27175",1.8642
"F4984",-1.8952
"F20575",-1.3194
"F6638",-1.8602
"F46234",-2.1007
"F46882",0.1711
"F32647",-0.584
"F32966",-1.302
"F6660",-1.3136
"F6948",0.914
"F53571",-0.4236
"F28365",0.2943
"F25013",-0.8065
"F7045",-0.9028
"F51927",-2.6841
"F55610",0.583
"F4057",-0.8177
"F27367",-1.3887
"F17117",-1.3442
"F44190",-0.7145
"F9205",-2.0108
"F8483",-1.3485
"F61616",-1.4988
"F26510",-1.3666
"F5889",0.4626
"F41256",-1.6845
"F59133",0.75
"F17158",-1.0397
"F26906",-2.1642
"F54686",0.6134
"F11331",-1.2833
"F57293",-1.948
"F4628",0.6739
"F5592",1.0488
"F19219",-0.7553
"F17664",1.6576
"F20348",-0.4168
"F41959",-1.3777
"F49066",-1.718
"F10192",1.4219
"F49721",-1.1446
"F5081",-0.6251
"F18789",-2.2251
"F30371",-2.1764
"F2754",-1.2711
"F8718",-0.5326
"F56381",1.2421
"F39347",1.1315
"F63015",-1.2982
"F1831",0.4659
"F4415",-0.4733
"F6009",0.987
"F32879",0.4426
"F61435",0.7442
"F9292",-1.3824
"F5574",-0.9519
"F20278",-1.4087
"F9013",-1.7971
"F5942",1.6179
"F21931",-0.9443
"F24895",-2.546
"F9529",-0.6334
"F45970",2.6321
"F5744",-0.8488
"F51341",-0.8751
"F22074",-1.6347
"F22297",1.2845
"F32023",-0.4824
"F20132",-1.3967
"F54545",-1.6352
"F31996",-1.3704
"F8826",-0.4191
"F50247",-1.1471
"F58217",-0.7613
"F43783",-0.2103
"F28677",1.5989
"F7784",0.8359
"F32856",1.6139
"F5256",-1.0651
"F1672",-0.4231
"F34021",0.8032
"F37829",-1.1302
"F24735",-0.6291
"F40294",-2.5969
"F25487",-1.7575
"F62598",1.9852
"F11234",0.4968
"F52656",-1.0895
"F35527",-0.9434
"F17961",-0.5428
"F49003",-1.8718
"F60921",1.4665
"F17799",1.1283
"F4784",-1.9895
"F47457",0.8962
"F15384",0.6295
"F4336",-0.6259
"F48441",-0.5508
"F24900",-1.848
"F31683",1.8746
"F9713",0.4914
"F59381",1.8233
"F48731",-1.0191
"F42595",1.0219
"F2561",-1.7593
"F29818",0.9812
"F39212",1.269
"F43598",0.3591
"F10456",1.4409
"F21871",-1.2804
"F56575",0.4575
"F15640",0.576
"F28751",1.109
"F22410",-0.8598
"F36523",-0.5431
"F26543",-2.3693
"F3171",-0.1729
"F30765",-0.7056
"F47258",1.4638
"F30224",0.5351
"F792",-0.2654
"F33609",0.2434
"F37576",-0.7645
"F29362",1.3792
"F23405",-1.2064
"F18240",-1.3995
"F4329",1.2669
"F52611",-0.4059
"F44060",0.9842
"F34742",0.6549
"F6188",-0.8181
"F11478",-0.7273
"F23838",-1.8769
"F5938",-0.7684
"F51697",1.7314
"F53362",0.7228
"F9650",2.1646
"F56059",0.5223
"F66032",0.8361
"F4474",-2.1466
"F5882",-1.2378
"F59057",1.0919
"F33012",-1.1411
"F25831",-1.8235
"F568",-1.2548
"F5718",-0.5741
"F52246",-1.222
"F35259",-1.7934
"F11432",-0.372
"F51265",-0.8102
"F4088",-1.3475
"F24673",1.2718
"F50024",-1.0281
"F10852",-0.9957
"F7963",0.4059
"F57527",-1.5447
"F53079",0.7577
"F48896",-1.6045
"F6377",-0.3453
"F54989",-0.7662
"F6404",-1
"F63394",1.2918
"F46821",-1.1067
"F47522",1.0306
"F25422",1.6921
"F2116",-0.5244
"F42807",2.1728
"F22854",-0.9415
"F30072",0.7477
"F44255",-1.6238
"F54307",-2.653
"F20359",-2.0545
"F31383",-1.9717
"F53470",-0.4361
"F6049",-1.1033
"F51894",1.8722
"F8066",-0.9005
"F58737",1.1623
"F49286",-0.8691
"F61167",-1.7345
"F17162",-1.0265
"F44351",-0.8678
"F56454",0.9448
"F14698",-1.1613
"F35158",-2.0507
"F46994",-1.3139
"F49348",-0.6141
"F27883",-1.327
"F30567",0.5776
"F54470",-1.0683
"F5786",-1.0807
"F11677",-0.2405
"F46787",-1.5295
"F55218",-1.1683
"F63604",-0.5287
"F47951",-0.6793
"F11141",-1.8339
"F63695",1.8316
"F13726",-2.7521
"F48606",-1.2071
"F54092",-1.3785
"F48637",-2.3041
"F30117",0.8068
"F7057",-0.3088
"F25648",-1.7143
"F6440",-1.7158
"F18534",-1.7172
"F22420",1.77
"F49858",-0.9177
"F399",-0.468
"F17757",0.9236
"F6808",-1.8419
"F53144",-0.4665
"F58640",-1.2707
"F46837",0.2502
"F40497",0.6232
"F49768",-1.0372
"F2498",-1.3125
"F55779",-0.482
"F59333",0.9506
"F54481",0.5894
"F31498",-0.9542
"F39241",-1.5262
"F36758",0.989
"F51134",-1.1899
"F35885",-2.3898
"F100",0.3664
"F36193",-1.8167
"F26708",1.3406
"F10071",-0.4698
"F47354",-0.8733
"F9810",-1.1619
"F65804",1.2238
"F8494",1.1951
"F49382",-0.678
"F11915",0.7018
"F48404",-0.5167
"F35645",1.3468
"F25031",1.1974
"F53253",-0.4663
"F3306",0.9222
"F44753",-1.2543
"F19346",-1.0154
"F3900",-1.1096
"F7845",0.9055
"F4151",2.267
"F56095",2.0064
"F44325",-0.3817
"F3029",0.354
"F11687",0.2791
"F11479",-0.5762
"F47878",0.7449
"F49256",-1.267
"F25181",-1.6672
"F10013",-1.2362
"F4573",-0.3796
"F56386",2.1987
"F33356",-1.9531
"F7670",1.8932
"F16105",-1.2504
"F1789",-1.2333
"F46890",0.1873
"F38202",-0.4363
"F41849",-0.5797
"F7270",0.6799
"F31840",0.252
"F51114",-0.4719
"F55105",0.5697
"F12235",-0.4519
"F34497",0.2096
"F60703",1.7279
"F32479",-2.0145
"F13220",-2.1769
"F42116",0.4003
"F38828",-0.3938
"F51553",0.4058
"F62001",-0.6463
"F3797",0.464
"F26911",0.447
"F17823",-1.0319
"F17727",-1.422
"F59679",-2.0037
"F48093",-1.4953
"F57005",-1.6636
"F36845",1.9781
"F6649",-0.9811
"F59658",-1.5599
"F11985",0.8052
"F36044",-0.6228
"F1771",-1.0186
"F42832",-2.0418
"F6997",-1.3104
"F47315",-1.4434
"F17244",-1.9398
"F5721",-0.5077
"F56568",-1.0789
"F56894",0.7808
"F47484",1.034
"F48263",0.4675
"F7570",-0.3719
"F46852",0.2214
"F46303",1.1371
"F3396",-0.3879
"F53924",-1.8824
"F23477",0.2756
"F44955",-1.3775
"F55063",0.308
"F39952",-2.4209
"F55896",1.6624
"F47592",2.6267
"F27768",1.3127
"F20047",-1.5517
"F60055",-1.6572
"F46834",-1.0065
"F49761",-1.5815
"F49792",-0.8569
"F26537",-1.6687
"F37367",2.3973
"F55811",-2.249
"F6837",-0.5339
"F46858",0.2681
"F1911",-1.0565
"F44492",-1.3987
"F35195",-0.6884
"F35540",0.8179
"F27095",-1.9529
"F10783",0.4337
"F18389",-1.8927
"F15212",-1.4809
"F18447",-1.0745
"F36942",0.6767
"F31523",0.4211
"F28438",-0.8078
"F27191",-2.2138
"F40059",-1.173
"F55999",-1.507
"F43595",-1.1599
"F56403",1.2249
"F12673",-1.2884
"F5482",-0.7342
"F10177",-0.5106
"F46178",-1.1986
"F37503",-2.2753
"F22504",-0.9119
"F31346",1.072
"F48440",-0.234
"F16773",0.3944
"F56843",0.5423
"F63659",1.6347
"F23927",-1.9495
"F5185",0.9744
"F55710",1.1841
"F46196",-1.1821
"F8873",-1.0856
"F34196",-0.9702
"F28078",-1.8651
"F2154",-1.5194
"F480",-0.3085
"F17127",-2.761
"F48475",-1.096
"F3830",-0.9627
"F2120",-1.4605
"F18028",1.7022
"F57194",1.9869
"F51020",-0.1336
"F61639",-1.3643
"F11206",-1.6291
"F35168",-0.7687
"F53870",-0.5387
"F50498",-1.4437
"F57061",-0.6432
"F11253",-0.764
"F57323",-1.6401
"F20960",1.3939
"F58496",0.9737
"F48839",-0.7209
"F36026",-1.6573
"F46969",1.9583
"F55708",0.577
"F45053",-2.4941
"F10024",-1.5681
"F11617",1.0028
"F56743",0.6584
"F61223",-1.7675
"F7331",-0.7756
"F8061",-0.6205
"F2598",-0.3071
"F53073",-2.4133
"F8160",-0.5522
"F29464",1.0052
"F29450",-1.938
"F53421",-1.3002
"F62859",1.5824
"F19582",-0.7331
"F34949",-1.124
"F38423",-0.405
"F10494",1.8051
"F11797",-0.5177
"F60714",0.7458
"F41348",-0.9892
"F3626",0.582
"F6510",-0.9531
"F26060",0.26
"F46844",-0.7795
"F50048",-0.4168
"F10750",-2.0831
"F52891",-0.2333
"F14411",-2.1123
"F52608",0.2078
"F2577",-0.9158
"F55454",-2.704
"F46263",-2.3524
"F1100",-0.9812
"F35369",0.7816
"F4405",0.7334
"F332",-1.7566
"F5138",0.8997
"F28026",-1.3334
"F1561",1.115
"F15947",-2.28
"F49583",-1.1605
"F53467",0.7825
"F32135",0.5754
"F57408",0.6205
"F23513",0.3369
"F11135",-1.7252
"F57098",0.709
"F27655",-1.4383
"F17872",0.5643
"F66952",1.433
"F32068",0.5038
"F1723",-0.4122
"F21051",-0.5354
"F29140",1.1472
"F56325",-1.3143
"F50608",-3.2287
"F567",-1.402
"F24155",-0.5439
"F10080",-0.9131
"F51196",1.6832
"F2316",0.9266
"F60185",-2.482
"F5485",-0.7455
"F61263",1.18
"F9805",-0.8828
"F51901",0.3941
"F4666",-1.1972
"F29920",0.8276
"F27176",-0.6155
"F6618",1.6118
"F42574",-0.5798
"F12529",-1.2917
"F14705",-1.4419
"F20267",1.285
"F33171",-0.6064
"F45365",-0.5959
"F157",0.6625
"F23494",1.0041
"F53204",0.606
"F20122",-1.7315
"F33057",-1.6993
"F58383",0.7398
"F19947",1.3254
"F15205",-2.1778
"F15405",-1.3921
"F31607",0.3917
"F34339",-1.2105
"F17036",0.226
"F49219",-0.8272
"F43041",-1.3717
"F52920",-0.5734
"F9163",-3.2654
"F34607",0.2674
"F25136",1.231
"F5502",-0.8104
"F53256",-0.6751
"F39959",-0.4741
"F293",-0.8496
"F44998",-1.2362
"F56402",1.4042
"F56550",1.1092
"F19005",0.6875
"F61339",1.9075
"F17942",0.7724
"F53634",-1.7956
"F62426",-1.4729
"F63594",-0.6047
"F12399",-1.9536
"F46568",0.21
"F10961",-0.6448
"F49414",-0.9165
"F33521",-1.012
"F42666",-0.568
"F30685",1.7452
"F20621",-2.3275
"F6406",-0.6326
"F43838",-0.8759
"F57326",0.5985
"F17104",0.3568
"F50101",-1.2048
"F5648",-0.6429
"F34357",-1.1825
"F50913",0.4348
"F56392",0.9957
"F49316",-0.6484
"F59143",1.7939
"F30472",-1.2208
"F9590",-3.2046
"F52259",-0.6723
"F4096",1.6262
"F51685",-0.5181
"F17242",1.6038
"F51055",-0.7086
"F50694",-0.8547
"F2223",0.4703
"F7547",-0.866
"F629",-0.9192
"F23238",-1.8235
"F16166",-1.1573
"F53310",-0.8211
"F56576",0.3716
"F19987",-1.0257
"F35257",0.6619
"F31923",0.2745
"F29378",1.1512
"F43552",-0.8586
"F34144",0.83
"F52308",0.5481
"F56761",-0.7366
"F31802",0.3167
"F59231",0.5306
"F8551",-1.4063
"F49145",0.7544
"F49380",-1.0692
"F29687",0.6363
"F58020",-2.188
"F33456",-2.1754
"F60858",1.4123
"F35963",-1.9091
"F36893",0.7572
"F53087",0.7597
"F15389",-2.3032
"F55718",-1.158
"F52486",-0.538
"F50437",-1.2498
"F7662",-0.4456
"F56555",1.4722
"F5956",-1.4366
"F42365",-1.5028
"F57511",-1.5697
"F25077",-0.9113
"F17871",0.2647
"F29277",0.2872
"F4120",-1.9939
"F4399",1.4223
"F23817",-0.3639
"F4800",-0.9808
"F31398",-1.2138
"F3996",-0.465
"F43699",1.5575
"F25392",-0.5594
"F6697",0.3523
"F22226",-1.923
"F50735",0.9322
"F8454",2.3275
"F8854",-0.3853
"F50626",-1.4199
"F2734",-1.4241
"F25539",-0.5132
"F36556",1.2236
"F25326",-1.2829
"F21896",-2.3631
"F8538",-0.5708
"F23540",0.4035
"F37775",-2.8299
"F59284",0.9161
"F5560",0.3658
"F23867",-0.9687
"F16658",0.6155
"F40309",-2.7782
"F55029",-2.5071
"F16351",-2.211
"F9510",-0.6827
"F45844",-1.4226
"F46864",0.1833
"F51316",-1.7047
"F11733",1.9218
"F50929",1.2084
"F22170",-0.2467
"F55948",0.4038
"F20561",0.1793
"F51319",0.6994
"F49846",-0.8753
"F5950",-1.3576
"F24887",0.3286
"F55392",-1.8607
"F36767",1.1491
"F23837",0.637
"F13941",0.6816
"F43551",0.8624
"F23832",-0.6189
"F30342",-0.6007
"F31202",1.3983
"F23185",-1.728
"F52244",-0.6882
"F43691",1.7361
"F1767",-0.9732
"F5581",1.8291
"F48809",-0.5775
"F55982",0.43
"F8228",1.1088
"F24901",-1.8777
"F9073",0.4896
"F11200",-1.212
"F15834",0.6355
"F24663",-2.4264
"F1775",-0.2945
"F24156",-0.6252
"F18579",0.2561
"F60219",1.8087
"F46854",-0.4415
"F62925",1.7975
"F27653",-1.4093
"F39949",-1.7877
"F48771",1.2471
"F28262",1.2239
"F19317",-1.2164
"F15390",0.6488
"F55649",-2.2843
"F58446",-1.591
"F15952",1.0608
"F42458",0.7414
"F49287",1.2519
"F25569",-1.1758
"F53528",-1.2054
"F58961",-1.9429
"F33511",1.6064
"F55499",0.234
"F6050",1.2987
"F1007",-2.0895
"F59488",0.4663
"F6208",-0.4474
"F3804",-1.3215
"F13631",-1.8594
"F26153",-1.3444
"F9688",0.7814
"F64141",1.7636
"F56777",-1.2289
"F53710",0.8043
"F48952",-1.1063
"F6941",-0.3366
"F27128",-0.9644
"F44829",-0.5483
"F30509",0.744
"F31799",1.2767
"F14607",0.7665
"F65734",1.7102
"F58715",-1.6493
"F15199",0.7679
"F54471",-0.9962
"F19202",-1.2185
"F43072",0.4217
"F53901",-0.9485
"F49232",1.1895
"F47028",3.3925
"F153",0.6813
"F13385",-1.7303
"F61805",0.4922
"F32282",-0.8419
"F62525",1.4968
"F4086",0.9673
"F43817",0.6006
"F11726",-0.6433
"F17441",1.222
"F11427",-1.1519
"F3129",-0.6836
"F23785",-0.4282
"F51317",-0.334
"F25776",0.8996
"F16373",1.2043
"F7799",-2.5675
"F30677",-0.7185
"F7946",-0.7924
"F148",-0.6583
"F56288",-1.1061
"F61681",1.0755
"F15044",-1.3909
"F29987",1.4747
"F43712",2.3813
"F55336",0.7434
"F56428",-0.7536
"F28361",1.7296
"F56801",0.5323
"F6867",-0.5845
"F24739",1.5536
"F22905",0.2187
"F53081",-0.779
"F174",-1.0385
"F3927",-1.5702
"F5593",-0.6769
"F27380",-0.9788
"F52968",-0.8183
"F45913",-0.9254
"F60580",1.2813
"F18015",-0.9555
"F52530",-0.8373
"F25114",-2.3195
"F26488",-1.1928
"F13273",-1.3403
"F25890",-1.4899
"F36605",1.2742
"F18450",1.7906
"F2982",-0.969
"F39021",1.0696
"F6513",-0.6464
"F65514",-1.4116
"F5615",-1.096
"F59698",-1.9661
"F16050",0.6827
"F57605",0.8046
"F18211",-1.3181
"F62715",-0.7584
"F22328",-1.6251
"F131",0.3327
"F43795",0.3383
"F47143",1.08
"F53383",0.4418
"F27114",-2.2599
"F50928",-0.5469
"F22789",0.3548
"F50017",-0.6361
"F41689",-2.8908
"F44928",0.2141
"F27134",0.5684
"F22154",2.4933
"F1329",-1.648
"F36445",-1.5842
"F6795",0.3702
"F6490",-0.7047
"F16416",0.5393
"F23724",1.4185
"F31596",0.418
"F10834",-1.4669
"F7461",0.5823
"F25198",-0.7561
"F66665",0.86
"F5915",-0.6656
"F25007",-0.3259
"F29953",1.6175
"F7213",-0.6203
"F3625",-0.9769
"F59692",1.1049
"F360",-0.718
"F7334",1.5674
"F429",-0.9998
"F26628",1.138
"F59336",0.9096
"F60422",0.8525
"F33254",0.9854
"F57728",-2.1572
"F32275",-0.9552
"F25797",1.0492
"F28750",1.238
"F3817",0.5329
"F20532",-1.9191
"F11810",-1.9022
"F27667",-0.9718
"F7430",1.2878
"F52619",0.369
"F7838",0.2708
"F7906",-0.7296
"F47048",0.7113
"F4195",0.6305
"F38865",-1.2885
"F22708",-1.6374
"F17602",-1.5604
"F8989",0.4243
"F37526",-0.5274
"F30022",-1.3583
"F56684",-0.9405
"F64843",-1.3607
"F23772",-0.6079
"F57635",1.5846
"F60300",0.8486
"F47501",-0.273
"F380",-1.947
"F49797",-0.9117
"F31666",-1.0067
"F36573",-1.83
"F57051",-0.6863
"F4901",-0.6682
"F66713",1.4101
"F55312",-0.7086
"F53084",0.765
"F37368",1.85
"F6203",-0.985
"F27718",1.036
"F48714",0.5598
"F66426",1.7082
"F39936",-1.7395
"F7175",0.7964
"F55842",-0.7519
"F62757",1.7527
"F10653",-0.2925
"F17354",0.8835
"F27414",-1.1302
"F50436",-1.2431
"F53688",0.3099
"F55430",-1.4652
"F57290",-0.4953
"F10843",-1.4414
"F60698",0.6893
"F54919",1.8262
"F23576",-1.2985
"F30563",0.9645
"F30978",0.4396
"F19014",0.9976
"F11032",0.3762
"F11802",-2.0778
"F32979",-1.362
"F11930",0.4457
"F35410",1.3647
"F55017",-0.7346
"F52045",-0.3822
"F28985",-0.3855
"F48842",-0.3484
"F8896",0.3693
"F47521",1.4522
"F39588",-0.8091
"F61660",0.5839
"F22977",-1.0124
"F58567",-2.2716
"F55139",-1.0873
"F56021",-1.2746
"F12838",-0.4554
"F18513",0.3484
"F58732",1.5308
"F6215",-0.7313
"F47110",0.4681
"F47637",-1.7439
"F20885",1.438
"F31021",0.2948
"F25544",0.529
"F2746",1.293
"F51123",-0.3279
"F37898",-1.0314
