"","UC"
"F23757",0.2158
"F48407",-0.6089
"F32891",0.4923
"F54694",-2.3778
"F56362",0.2622
"F22678",-0.415
"F47146",0.3665
"F16283",-0.7798
"F7036",-1.7687
"F11346",-0.4222
"F36934",-1.614
"F43001",-1.4549
"F61277",1.3639
"F30679",-1.3034
"F64188",1.7789
"F32739",-1.7405
"F52828",-0.6603
"F48102",-0.9041
"F57131",-1.6353
"F52867",-1.7443
"F4806",1.0266
"F17750",1.4241
"F5002",-1.0835
"F36188",-1.5409
"F2797",-1.0397
"F47142",0.323
"F7671",-0.4092
"F62719",0.9738
"F56874",1.1408
"F56632",0.4594
"F4578",-1.1947
"F19789",1.4388
"F18103",-2.1578
"F19792",-1.4619
"F36777",1.1487
"F36709",2.6271
"F21864",-1.4479
"F20958",1.7797
"F46114",-1.0477
"F59217",1.1773
"F6979",-1.491
"F53720",0.3588
"F36752",-1.1042
"F55103",-0.7846
"F1093",-0.9376
"F40703",-0.6522
"F8016",-0.4933
"F47645",-2.3236
"F29323",-1.6763
"F6318",0.3799
"F6843",-0.9604
"F52450",0.2038
"F50131",-0.7352
"F17310",-1.5741
"F613",-0.9322
"F55508",-1.9138
"F46417",-1.2763
"F5180",0.7512
"F22934",-1.2264
"F48557",-0.8898
"F46984",-1.3507
"F8185",-0.4595
"F47013",0.7233
"F4246",1.5014
"F5125",-0.8566
"F56432",2.1775
"F47886",-0.4699
"F30311",1.1897
"F3511",-1.0314
"F27771",-1.8944
"F54325",-1.2405
"F30755",-1.5658
"F2548",-0.7008
"F50646",-0.698
"F8243",-0.9977
"F6299",-0.7491
"F16493",-1.6557
"F5657",-1.2551
"F923",1.4387
"F6927",0.3824
"F50209",-0.8353
"F5129",-0.2445
"F60637",0.6344
"F13414",1.0099
"F44977",-0.7055
"F31750",1.6105
"F20743",-1.1122
"F10100",1.0311
"F54418",0.6579
"F61932",0.7599
"F47837",-0.5132
"F61567",0.8667
"F34683",-0.771
"F9630",-1.4822
"F54250",-0.6473
"F46884",-0.6628
"F46863",0.162
"F19152",-0.5362
"F52856",-0.5073
"F7139",-1.1745
"F56311",0.8087
"F44076",-0.5486
"F10096",-1.6456
"F17315",-1.4701
"F27483",0.4966
"F50351",-0.4406
"F47774",-1.3072
"F49612",1.3798
"F63045",0.9594
"F2570",-0.8381
"F23083",0.8611
"F30674",-1.2153
"F15106",0.629
"F27659",0.9277
"F5508",-0.4931
"F11106",0.3585
"F11792",0.9688
"F58015",-1.091
"F28854",1.0121
"F31706",-0.7798
"F54171",0.8675
"F38497",-0.9626
"F4536",-1.152
"F19808",-2.281
"F1179",-0.4301
"F50953",-1.3799
"F30614",1.8909
"F19935",-0.6631
"F34873",-1.6528
"F52475",0.3285
"F32639",-0.4823
"F47495",-1.0641
"F56007",-0.7932
"F20835",-1.8473
"F18094",0.3227
"F39311",-1.072
"F27033",-0.8093
"F54718",1.1638
"F55266",0.6495
"F20370",0.889
"F57301",-1.3895
"F48815",-0.2383
"F51747",-0.7286
"F8409",-1.5415
"F40251",-1.6685
"F6921",-1.5062
"F11937",0.8487
"F23454",-2.8662
"F31051",0.3363
"F30384",-1.3059
"F55619",1.0608
"F56141",0.5489
"F20795",0.5318
"F39029",-1.8624
"F31391",-0.7032
"F24181",-1.3952
"F8477",1.1725
"F22774",-1.2639
"F53315",-1.0999
"F39228",1.9087
"F33374",-0.6787
"F63948",-1.2599
"F54042",-0.7645
"F26846",-1.5528
"F46507",-0.8007
"F6723",-1.0695
"F56442",0.4172
"F11418",-0.974
"F27294",-2.0481
"F46166",-1.3953
"F8135",-1.0895
"F34241",-2.0022
"F37619",-1.3608
"F60763",0.9873
"F31280",-0.8302
"F25810",-2.2063
"F11729",-2.7899
"F41919",-1.211
"F47307",-1.274
"F58034",-1.1818
"F8094",0.6072
"F10328",0.313
"F18327",-2.2856
"F33835",0.6104
"F9199",-2.2237
"F28111",-1.0787
"F13210",-2.6037
"F1902",-0.3277
"F49717",-1.699
"F3376",-0.8299
"F9979",-0.6341
"F11800",-1.7564
"F49424",-0.758
"F9011",-0.8196
"F55329",-1.1369
"F47067",0.1956
"F50402",-0.9528
"F49826",-0.9523
"F15757",-1.7131
"F44184",-0.7868
"F46420",-0.9794
"F22783",1.2972
"F10340",-1.2448
"F337",-0.7214
"F30048",-1.0096
"F43050",-0.8923
"F30619",-1.4463
"F11299",0.2728
"F49906",-1.0162
"F1228",-0.3875
"F45070",-0.1632
"F53340",1.3868
"F50127",-1.0745
"F53544",-0.8438
"F10320",0.4769
"F35675",-0.7929
"F10003",1.3309
"F25898",-1.3915
"F26560",-0.6329
"F50939",-1.1643
"F3204",0.2298
"F2809",-1.533
"F10410",1.4967
"F45997",-0.711
"F49780",-1.5589
"F38186",-1.03
"F48192",-0.6765
"F22459",-2.2898
"F25524",-1.9256
"F20007",-0.8269
"F51657",-0.3583
"F12882",-2.3178
"F38564",-1.4359
"F5521",-0.9051
"F52625",1.117
"F45144",1.6279
"F46565",0.2002
"F32176",0.2017
"F44390",0.9295
"F16162",-1.5741
"F44401",-0.2521
"F49184",-1.3287
"F53405",-1.7784
"F36855",1.2658
"F37603",-1.2635
"F9288",-0.264
"F7846",-1.4201
"F54043",-1.9292
"F3866",1.629
"F47126",1.6283
"F52490",-0.6732
"F34387",-0.7279
"F6302",-0.7423
"F42848",-1.3851
"F5807",0.4344
"F26585",0.885
"F30580",1.9049
"F25719",-2.2128
"F17673",-1.1928
"F9591",-0.6452
"F27245",0.8053
"F46860",0.4811
"F23789",0.233
"F6896",0.8711
"F34124",-0.6896
"F3212",1.023
"F19716",-1.5736
"F34332",-1.3948
"F37411",-1.4872
"F42429",-0.4506
"F29762",-1.9409
"F16929",-1.8181
"F31337",0.2755
"F61612",0.7135
"F29109",1.6323
"F16155",-1.9782
"F25099",-0.9899
"F163",0.9458
"F8820",-0.4898
"F23689",-0.5431
"F6185",0.5652
"F55424",-2.1568
"F8811",0.6544
"F749",-2.021
"F56756",-1.0536
"F58850",-0.7806
"F31870",0.2283
"F35854",1.4719
"F5225",-0.3658
"F42906",0.8043
"F47309",-0.7773
"F10429",0.26
"F35140",1.12
"F47702",0.4409
"F58060",-1.086
"F23958",0.4625
"F44772",-0.611
"F40408",-1.0114
"F1983",-1.4319
"F50758",-0.4483
"F24361",0.9236
"F6327",0.4611
"F25170",0.8592
"F2685",1.0159
"F4696",0.4615
"F52878",2.191
"F50538",-0.9312
"F36476",0.899
"F31259",-1.6268
"F23268",1.0029
"F4811",0.3465
"F18799",-1.1288
"F63218",0.8407
"F60013",-1.5988
"F51045",1.2647
"F55365",0.4104
"F44254",-0.8312
"F33677",-0.9073
"F36496",-1.3784
"F24891",0.6486
"F65793",-1.6259
"F5609",-1.1004
"F56872",-0.5471
"F636",-0.5238
"F52004",-2.0595
"F26464",0.3674
"F43824",-0.8708
"F2070",-0.5728
"F9860",1.791
"F29254",0.6358
"F59199",0.5961
"F34800",-1.2168
"F10526",-0.4913
"F7344",-0.9395
"F50368",-0.4682
"F18526",1.1847
"F30073",0.4174
"F64077",-0.7537
"F4572",-1.2237
"F9404",0.2874
"F2231",0.7336
"F22836",-0.7472
"F7761",-1.038
"F55931",0.926
"F26815",1.4252
"F59254",1.9642
"F13146",-1.2612
"F63466",1.5125
"F63493",1.6229
"F61004",1.983
"F57828",1.0905
"F19813",-0.9107
"F7222",0.5892
"F34465",-0.5225
"F27518",-1.4803
"F36346",0.9543
"F66115",-0.8317
"F336",-1.2779
"F10503",-1.6975
"F27166",0.3
"F14163",-1.2349
"F61062",1.4734
"F2941",-1.6807
"F25468",-0.5298
"F6862",0.7418
"F48058",-1.7481
"F59390",-1.0671
"F29816",-0.4656
"F5344",-2.2639
"F50537",-0.4533
"F7446",1.9209
"F24907",0.7157
"F10760",-1.5756
"F47206",-0.3164
"F50857",-0.7045
"F50918",-0.7448
"F58267",0.7675
"F4305",0.7206
"F45444",0.4943
"F57843",-0.7974
"F46711",-0.5032
"F39011",-0.8417
"F54772",0.383
"F35682",-1.4675
"F51284",-1.1307
"F61610",0.7691
"F9431",-0.7581
"F56814",-0.7938
"F10778",-0.6785
"F61029",2.2411
"F25906",-0.4023
"F53299",-0.6499
"F61539",-0.8924
"F54164",1.5549
"F26086",-1.8696
"F37390",-0.9999
"F15262",-1.2152
"F47316",-1.1666
"F37624",-1.4452
"F43560",-1.4931
"F58772",1.3668
"F61957",1.4592
"F19598",1.6384
"F10061",-1.407
"F8381",-0.2906
"F19416",0.9251
"F15261",-1.532
"F55004",-0.8695
"F52722",1.7391
"F49415",-0.9717
"F50032",-0.2202
"F22242",-0.851
"F24410",0.8599
"F5913",0.4302
"F19744",-0.8071
"F29933",1.484
"F52506",-0.3633
"F51721",0.8825
"F38855",-0.7596
"F53498",-1.3008
"F10500",-1.5555
"F5710",-0.9742
"F37297",0.5048
"F45300",-0.636
"F9325",0.7907
"F27813",-1.7285
"F51052",-2.023
"F19657",0.6372
"F58565",-2.3697
"F28989",1.9767
"F33663",-0.7165
"F27761",-1.6407
"F31285",2.0691
"F417",-0.9095
"F61211",0.2431
"F3839",-0.4526
"F31220",1.061
"F52567",0.2154
"F48850",-1.1925
"F66006",-0.3793
"F26706",-0.5389
"F58580",-1.1704
"F48832",-1.7848
"F21916",-1.1229
"F6719",-0.6516
"F46892",-1.4944
"F10509",-1.4745
"F34970",-0.8986
"F19754",-2.3009
"F12684",-2.0871
"F53011",0.1282
"F53045",1.0284
"F5696",0.8846
"F6798",0.9294
"F22371",-1.6227
"F5676",0.9641
"F28001",-1.5643
"F55730",-2.4483
"F4251",-0.4925
"F61461",-0.7901
"F64557",2.4647
"F32982",-1.1407
"F50656",-1.0703
"F20453",1.5366
"F56401",-1.1743
"F53145",0.9225
"F10042",0.9385
"F6069",0.6756
"F784",-0.929
"F11221",0.3914
"F11842",0.6074
"F11720",-1.0821
"F21179",-1.4228
"F29648",-1.37
"F50060",-0.3974
"F23754",0.975
"F11075",-1.3015
"F4461",-1.7485
"F34181",-1.2202
"F10656",-1.6946
"F17875",0.4088
"F30839",0.1855
"F62554",-0.8342
"F8278",-0.7351
"F65710",1.1836
"F42872",-1.4743
"F53451",-0.6456
"F3940",-0.9974
"F25234",-0.5659
"F36988",-2.2763
"F47453",-2.1639
"F30681",0.2798
"F18009",0.6126
"F9464",-0.6922
"F2942",0.3898
"F34778",-0.8377
"F24391",0.6823
"F10205",-1.8861
"F24579",-1.9373
"F19418",0.96
"F1711",-1.8028
"F18641",-1.8017
"F52545",0.9538
"F55",-0.6887
"F31353",0.2167
"F56675",0.4576
"F66735",1.5671
"F38587",-0.7516
"F25381",1.1007
"F42731",-1.516
"F4906",-0.6847
"F364",-1.18
"F46180",-1.3956
"F43062",-1.2063
"F46666",-0.2768
"F58281",1.4905
"F36932",-2.718
"F22613",2.4485
"F24122",-0.4731
"F43584",-0.6353
"F52212",-0.311
"F60517",-1.7104
"F4380",-1.6869
"F19457",-0.7925
"F22531",-1.6418
"F47508",-1.8687
"F48034",1.6726
"F31820",0.9474
"F61795",-2.2207
"F34483",-0.4719
"F35382",-0.5351
"F59013",-0.9966
"F63255",1.0535
"F10949",1.3584
"F4295",-0.4306
"F45208",-1.0503
"F30111",0.2746
"F37691",-1.3052
"F31149",-1.4581
"F65858",1.0159
"F43288",-1.3147
"F43202",-1.4167
"F47466",-1.3139
"F26777",-1.1721
"F57345",1.6488
"F11572",-0.3958
"F9219",1.4651
"F13530",-1.2751
"F64349",1.1952
"F61624",0.9813
"F22098",-1.4158
"F19341",1.5044
"F29438",1.5344
"F50018",0.3641
"F4097",0.6282
"F49887",0.43
"F19151",-2.0636
"F25670",-0.3911
"F50688",-1.0803
"F25528",0.3911
"F38355",0.3143
"F58852",1.252
"F17302",-1.9741
"F48508",-0.6834
"F9926",0.8558
"F16536",0.8902
"F32578",-0.6088
"F8137",-0.8443
"F11550",-0.9266
"F5573",-0.6838
"F17882",1.5074
"F6073",-0.5142
"F28962",-1.787
"F40001",0.5973
"F55820",-0.6873
"F31016",0.3503
"F23467",0.7913
"F6969",-1.971
"F48457",2.1362
"F42381",-1.1528
"F8255",-0.5384
"F20458",-0.8599
"F34209",-0.9016
"F51638",0.4665
"F6506",-1.0976
"F10219",-0.141
"F42938",-1.0461
"F24117",0.319
"F5015",-1.2457
"F56729",0.8703
"F16096",-1.1898
"F25979",-1.0431
"F58445",-0.4665
"F4706",-1.6196
"F8067",-1.4866
"F6501",-0.328
"F46153",-1.3666
"F601",-0.2164
"F42995",-0.6706
"F17021",-1.5458
"F20201",-1.1456
"F7965",-0.8147
"F19627",-1.5679
"F197",0.8288
"F23290",-0.8889
"F57276",1.4393
"F30366",1.221
"F60660",1.2953
"F2073",-0.5994
"F48985",-1.8355
"F52074",0.571
"F31795",-0.9786
"F15813",0.5699
"F238",0.4338
"F13219",-1.2889
"F24460",0.5986
"F1825",0.7953
"F34347",-0.96
"F20120",2.0527
"F62662",1.2073
"F9574",0.4781
"F18644",-1.1371
"F49241",-0.8521
"F30451",-1.4775
"F29265",0.3746
"F4943",-0.6101
"F10142",0.9547
"F22329",-2.13
"F12920",1.3083
"F45521",-1.3719
"F53095",-0.5269
"F47301",-0.9061
"F49297",-1.1095
"F18478",-1.3807
"F45076",1.345
"F52294",-0.4592
"F6547",-0.6687
"F11543",1.1878
"F36339",-0.7712
"F51724",0.6384
"F47423",-0.9808
"F55658",0.8253
"F43102",-1.1606
"F7785",0.5515
"F22798",1.6934
"F62522",2.1014
"F971",-0.4275
"F58777",0.4116
"F35931",-1.6737
"F5680",0.5522
"F33796",-0.1681
"F6957",-1.4122
"F9266",-0.4743
"F3101",0.4727
"F50485",-0.7955
"F55823",0.5369
"F44361",-0.4335
"F67218",-1.3704
"F19955",-1.5905
"F14883",-1.3544
"F22839",-0.3782
"F785",-0.179
"F49276",1.5039
"F24320",-0.4561
"F48065",-1.2543
"F15837",-1.1873
"F13959",1.4165
"F53964",-2.6215
"F49659",-1.9204
"F29377",0.7393
"F8386",-0.8526
"F12833",-1.3237
"F47185",-0.634
"F62438",0.5649
"F23217",0.807
"F52643",-0.2762
"F60661",0.6386
"F7029",0.5646
"F54889",1.1097
"F23249",-0.7024
"F4694",-0.1467
"F46038",-0.4867
"F47662",0.5963
"F30249",-2.0143
"F48541",-2.3711
"F27055",-2.0639
"F35126",0.4521
"F47289",0.4191
"F9595",1.6025
"F15496",-3.0908
"F19011",1.7787
"F27991",0.6558
"F13456",-2.4361
"F9109",0.9009
"F27669",-1.5615
"F3271",0.3451
"F49121",-0.6617
"F56484",-1.0714
"F6540",0.8202
"F3097",-0.5089
"F48202",-1.7814
"F49098",-0.618
"F62287",1.2482
"F25043",0.4582
"F61653",0.9197
"F55434",1.1558
"F3476",0.5754
"F11040",-1.5637
"F52367",-0.287
"F7640",1.6643
"F8711",-0.6471
"F29561",2.4091
"F43862",1.0697
"F58087",1.3022
"F27085",-0.664
"F6014",2.3418
"F37721",2.2502
"F58890",1.2648
"F3424",1.7867
"F21554",-1.2734
"F51470",-0.9707
"F41718",-1.562
"F23199",0.6468
"F47759",-0.6974
"F22962",-1.589
"F49644",-0.9558
"F19050",-0.3981
"F44236",-1.542
"F25937",0.6781
"F61945",1.6497
"F10131",-0.6229
"F45578",-1.8664
"F32232",0.2288
"F2857",-1.5403
"F50986",-0.4522
"F9420",-0.313
"F49636",-1.0436
"F30078",1.2552
"F56074",-0.6125
"F15285",1.3094
"F44926",-0.9069
"F31806",-1.0944
"F11363",0.9695
"F3365",-0.9958
"F60627",0.9125
"F7472",0.4464
"F47703",-0.3139
"F24378",0.5473
"F52631",-0.4804
"F43829",0.8863
"F35344",-1.7349
"F37322",0.3379
"F18953",0.9821
"F17360",0.8839
"F13976",1.9896
"F44813",-1.4295
"F30609",1.6188
"F62479",0.9768
"F51726",0.9313
"F61481",0.9706
"F13",-0.2827
"F13774",-1.8406
"F7042",-0.4975
"F54484",0.7119
"F49136",-0.6154
"F30632",0.2804
"F3370",0.6507
"F36553",0.9825
"F18453",1.6163
"F44183",-0.3537
"F16004",-1.5405
"F56324",-1.3384
"F28342",-1.0372
"F17657",0.6884
"F31888",-1.3517
"F1948",-0.6766
"F24981",0.7836
"F21380",-1.3193
"F7590",1.395
"F17822",-2.219
"F2721",0.8818
"F19537",-1.4525
"F63627",-0.532
"F38342",-1.1182
"F49315",-1.0079
"F50050",0.3995
"F54315",-1.7484
"F34446",-0.3765
"F4248",-0.9652
"F22006",-1.5963
"F42451",-1.9837
"F20618",0.1758
"F24820",-2.1247
"F23962",1.4433
"F47093",1.0905
"F15386",-1.7528
"F25006",0.6487
"F10232",0.3043
"F1147",-0.4854
"F46784",-0.6808
"F33407",-0.6969
"F1472",-1.4759
"F33546",-0.5872
"F3603",1.8097
"F27754",1.3342
"F45529",-0.4314
"F9305",-0.8361
"F11964",0.5581
"F62192",1.3163
"F52848",-0.2103
"F33551",-0.7941
"F58421",-1.2684
"F65993",1.2059
"F8622",0.9623
"F49689",-0.634
"F10384",-2.5096
"F11794",-2.6912
"F52181",-1.5138
"F25582",0.7562
"F41111",-1.9284
"F60980",-1.6103
"F3278",-0.4182
"F33378",0.281
"F19316",0.0345
"F46269",-0.9075
"F19039",-0.5821
"F12691",-1.6981
"F25352",-0.3647
"F32841",-1.6637
"F10161",-0.3881
"F44195",-0.8087
"F49622",-1.1455
"F6882",-1.9344
"F60998",1.3041
"F36540",0.7002
"F53459",0.2484
"F12060",0.5167
"F5705",0.2389
"F9887",-1.6696
"F9970",-1.5822
"F65078",0.5805
"F57419",-0.9951
"F35508",-0.9886
"F1113",-0.6653
"F30999",-0.8158
"F59222",0.931
"F49158",-1.6186
"F60504",1.8041
"F5827",0.6945
"F56724",1.0993
"F57684",-0.9041
"F28213",-0.9975
"F299",-1.2661
"F10093",1.5047
"F34650",-0.2336
"F30280",-1.2996
"F10277",0.3779
"F18600",-1.2423
"F36915",-0.7232
"F23122",-0.9374
"F28367",1.3917
"F20313",-1.9041
"F6869",0.6706
"F51801",-0.3844
"F10881",0.5943
"F25918",-2.45
"F46857",-1.122
"F19548",1.419
"F28993",0.6037
"F6311",-0.4104
"F23972",0.7916
"F25819",-2.1732
"F8959",-1.2961
"F31039",0.276
"F49267",-0.6034
"F50906",1.1078
"F48450",0.5698
"F2054",-1.7686
"F59533",-1.1765
"F6279",-1.6027
"F8803",-0.3159
"F50870",-0.4977
"F26968",1.5633
"F35194",-1.4014
"F42207",1.2163
"F36074",1.2288
"F2292",-1.1062
"F29276",-0.937
"F38952",-0.4787
"F6360",-0.8773
"F50324",-0.3008
"F9603",-0.771
"F54715",-0.6436
"F2250",-0.496
"F29324",1.1314
"F55118",-1.4786
"F6295",-1.2831
"F12088",1.2373
"F48789",1.3354
"F29066",1.3639
"F3838",2.439
"F15497",0.3375
"F38672",-1.7116
"F51454",-2.0742
"F2585",-1.223
"F2550",1.0972
"F28637",1.9729
"F53010",-0.5367
"F49419",-1.1428
"F647",-0.9827
"F56238",-0.7355
"F6760",0.2571
"F4167",-0.5947
"F41615",-1.9429
"F4905",-0.7373
"F16509",-1.5412
"F7493",-0.742
"F5880",0.4965
"F35975",-0.8767
"F47999",-1.4421
"F50655",-0.4445
"F6030",-0.4777
"F20894",-0.6074
"F10604",0.9875
"F23674",0.2887
"F56313",-1.0436
"F7330",-1.5072
"F46185",-1.5015
"F28886",0.7159
"F45274",0.344
"F13420",1.8385
"F47089",-1.2828
"F50783",1.2815
"F49560",-0.8567
"F33039",0.6246
"F27108",-1.4005
"F49948",-0.7964
"F25788",-0.4828
"F50066",-0.5848
"F10955",0.8664
"F39558",-2.2616
"F42431",-0.747
"F31301",-2.049
"F64134",-1.0979
"F56492",1.6574
"F7574",-0.3306
"F1733",1.2913
"F20935",0.5066
"F36818",0.648
"F36878",-1.4704
"F11453",0.3935
"F46041",0.4989
"F53586",-1.257
"F65619",1.5404
"F48423",-0.923
"F27457",-2.4994
"F10633",1.9985
"F24564",0.2541
"F10107",-0.8793
"F47935",-0.6905
"F58764",0.661
"F57523",-0.7003
"F47816",-2.1843
"F2004",-1.2074
"F57787",0.7223
"F21225",-0.9119
"F30005",1.4539
"F3702",-1.3652
"F24546",1.3089
"F57302",-1.2195
"F56222",0.9748
"F9212",-1.1001
"F17748",-1.5455
"F37994",0.3381
"F59797",1.4008
"F2759",-1.4893
"F39812",-1.2961
"F30780",1.1624
"F31345",0.6701
"F4565",1.2246
"F46836",-0.8821
"F15856",-1.29
"F16341",1.3691
"F31614",-1.1735
"F61342",2.6901
"F28137",0.9096
"F17298",-0.9637
"F46435",0.7954
"F7808",-2.5547
"F61216",1.3063
"F11170",0.245
"F619",-0.2457
"F25813",-1.7329
"F50736",-0.5202
"F48826",1.3305
"F35458",-1.2627
"F30651",-1.618
"F44006",1.1593
"F33275",0.4964
"F16022",-1.8665
"F49009",-0.5168
"F50661",0.3139
"F3439",-1.0015
"F22810",-1.113
"F20505",-0.7564
"F54098",0.8254
"F7237",-0.5276
"F16775",-1.0928
"F8836",-0.5754
"F59844",-1.5427
"F3560",0.3553
"F8884",0.8347
"F2200",-1.7445
"F24347",0.9753
"F28394",1.0949
"F24415",-0.7696
"F33595",0.8599
"F35037",0.9602
"F53705",-0.3915
"F36407",1.1914
"F30131",0.773
"F36519",1.6691
"F38642",-1.0091
"F43724",-1.2672
"F35258",-1.3054
"F32520",0.9744
"F22122",-1.6937
"F19695",1.6511
"F44140",0.978
"F5757",-1.031
"F30150",1.1526
"F1741",1.1421
"F56423",1.0724
"F17059",-1.6953
"F8704",-0.5641
"F27745",-1.6334
"F31225",-1.0101
"F2588",0.3067
"F44267",-0.2712
"F727",-0.1786
"F28718",1.0474
"F47797",0.7148
"F19591",-1.7618
"F35962",1.3315
"F8086",-0.2862
"F67205",-1.6889
"F56218",-0.9578
"F9817",-1.5789
"F52754",-0.6514
"F44893",-1.3399
"F17268",-0.976
"F25017",-1.5058
"F48156",-2.2051
"F7583",1.0971
"F57371",0.6388
"F7403",-1.7182
"F18971",1.9028
"F13433",-2.3577
"F30737",0.2885
"F60123",1.2713
"F22357",-0.7974
"F50817",-1.6736
"F23191",1.3783
"F60594",1.4401
"F28301",1.8103
"F57174",-0.5319
"F33649",0.6241
"F65539",-0.9852
"F54570",0.3966
"F6940",-0.2343
"F24292",-2.0198
"F11984",0.8928
"F44015",-0.6143
"F24045",0.2305
"F38244",-1.0796
"F56467",-0.8102
"F13838",-2.0237
"F62045",0.4649
"F24200",-0.9905
"F64734",1.7397
"F43912",-1.3747
"F51306",0.1398
"F9409",0.9243
"F3598",-0.8362
"F22946",-0.6759
"F52665",-0.5799
"F29610",0.9683
"F49260",-1.1807
"F6096",-1.2757
"F1460",0.4358
"F3571",-0.5677
"F24387",0.6774
"F31783",-1.8269
"F4640",-1.0118
"F10610",0.5739
"F13093",-2.0474
"F29439",1.177
"F4140",-1.0407
"F7324",-1.3323
"F16427",-2.4688
"F4755",1.1212
"F54004",-0.7113
"F1811",-0.9359
"F44311",-1.4053
"F532",-1.3776
"F15756",-2.4161
"F42296",1.0148
"F12092",-1.6338
"F39625",-1.766
"F8977",-1.0735
"F17575",-2.2739
"F34255",0.9803
"F64293",-1.4571
"F32169",0.2564
"F46558",0.261
"F16002",-1.2624
"F52819",0.5162
"F66060",-1.1504
"F45427",-1.3246
"F35853",-0.4928
"F7563",-1.4033
"F42456",-1.8713
"F6067",-0.5003
"F5875",-0.6181
"F234",0.4052
"F32573",0.4602
"F52445",-0.883
"F32488",1.2693
"F49094",-1.0362
"F23392",-1.0815
"F62337",1.5189
"F34669",-1.7359
"F61234",1.0816
"F52926",-0.7808
"F37446",0.6536
"F8102",-0.8821
"F46255",0.3911
"F17339",0.249
"F56934",-0.7276
"F27289",-1.1151
"F5446",-1.5307
"F11251",1.1478
"F51941",2.3819
"F7194",-0.6475
"F31512",-0.6649
"F6423",-1.0155
"F31723",0.668
"F9122",-2.0115
"F6573",0.933
"F25716",-0.3577
"F9675",-2.2554
"F27720",-2.5564
"F56363",-0.5665
"F4509",0.6919
"F19371",-1.3693
"F2501",-1.5675
"F49873",-0.9927
"F36826",0.9516
"F23846",-0.9649
"F12605",0.8281
"F48084",-0.31
"F50506",1.0813
"F55965",0.3444
"F31550",0.3964
"F10860",-0.4472
"F34114",-0.2944
"F27566",-1.7309
"F50179",1.7548
"F27156",0.8233
"F43558",-1.1129
"F276",-0.459
"F44824",-0.5481
"F26130",-2.6655
"F30350",1.2036
"F26104",-2.4072
"F3115",-1.5158
"F11195",1.6317
"F22897",-1.1686
"F24478",0.5381
"F11155",0.473
"F4168",0.9356
"F4866",2.0133
"F5142",-1.2316
"F52341",-0.3484
"F6709",-1.6853
"F51146",-1.8731
"F5629",1.0574
"F27056",-0.4539
"F10560",-0.7426
"F17666",1.2175
"F11886",1.4505
"F53727",-0.7005
"F46573",0.3193
"F56548",0.9815
"F24199",-0.497
"F6296",-1.7032
"F40431",-0.6782
"F7523",-0.3552
"F31602",1.3563
"F53243",-0.4987
"F19072",0.5355
"F16423",-1.7997
"F21388",-1.6308
"F48135",0.9938
"F56700",-0.4598
"F48429",-0.3625
"F61947",1.2533
"F26856",-1.1492
"F49466",-0.5517
"F30827",-0.2946
"F24330",0.6176
"F32431",-0.5572
"F10754",-2.4486
"F52430",-1.3331
"F47685",-0.3871
"F59253",0.3114
"F26144",0.9781
"F23057",-0.9392
"F52517",0.2693
"F48484",1.3667
"F61807",-1.3293
"F30130",-1.1676
"F53417",1.7063
"F3796",-1.3189
"F27953",2.2943
"F45721",-0.9044
"F37661",0.2409
"F63297",1.4735
"F3515",-0.2086
"F11657",0.9921
"F55058",1.7401
"F47363",-1.4819
"F49016",-0.639
"F57477",-1.2594
"F50414",-0.2197
"F43600",-1.5437
"F7316",0.7621
"F2253",-1.1686
"F2817",0.5495
"F30926",1.1245
"F3314",0.3165
"F27855",-0.9483
"F10089",1.6345
"F49142",-0.971
"F15238",0.6481
"F52219",-1.0404
"F1861",-1.4581
"F51320",-0.2363
"F28633",-1.6166
"F38158",-0.7836
"F48997",0.3834
"F2572",-0.8946
"F6681",0.5662
"F30824",1.4942
"F8149",-1.0422
"F7236",0.6248
"F4700",0.7771
"F51818",-0.5889
"F35203",-1.3491
"F48204",0.4919
"F16072",-1.2738
"F51817",-0.3753
"F45324",-1.5559
"F43297",0.6877
"F52780",-1.339
"F53659",-0.3122
"F22550",-2.9494
"F34600",0.5554
"F56261",-1.0195
"F18399",-1.039
"F6784",-2.0506
"F168",0.692
"F18492",-0.9767
"F19019",0.9851
"F46770",2.5053
"F6878",-0.538
"F8537",-1.7979
"F28324",0.5373
"F7693",-0.9775
"F26154",-0.5878
"F52836",-0.7978
"F47287",-0.3399
"F24607",-0.8043
"F47205",-1.1762
"F55644",1.2914
"F30621",1.5215
"F19065",-1.5512
"F47888",-2.1991
"F23222",-1.54
"F52972",-0.9802
"F27465",-0.792
"F4333",-0.9461
"F14890",2.0651
"F1899",0.7256
"F47585",-1.1273
"F2005",-1.0079
"F56354",-0.6205
"F4609",-0.674
"F20371",0.4144
"F64210",-0.8283
"F49931",-0.4487
"F34885",-1.1855
"F46403",3.5554
"F29423",-1.0359
"F10303",-0.926
"F53215",0.2935
"F34442",0.7181
"F9956",0.8517
"F11211",-1.4755
"F6109",-1.147
"F19172",-1.741
"F8098",-0.2876
"F15240",-1.6216
"F36676",-1.6171
"F31247",1.3063
"F37038",1.1981
"F61518",0.5255
"F4228",-0.4376
"F44478",-1.5467
"F11012",-0.5835
"F30484",0.9535
"F19207",0.8213
"F9267",-1.4572
"F60400",-1.2008
"F28106",-0.8436
"F19051",0.445
"F20877",-1.5492
"F28381",-0.7591
"F54720",0.6158
"F49703",-0.9089
"F10414",-1.1203
"F27782",1.1991
"F54619",-0.9098
