"","CD.dys"
"F33986",-1.4918
"F7388",-2.4973
"F1550",0.7658
"F30351",0.6003
"F48958",-1.3878
"F25698",-1.4837
"F19739",0.346
"F4195",0.416
"F19533",-0.3025
"F1308",0.8942
"F1918",0.5171
"F48936",-3.2289
"F33673",-1.0349
"F59645",-2.0596
"F9002",2.0755
"F25803",-1.3512
"F22976",0.3754
"F11024",-0.4325
"F14118",-1.6488
"F48869",-0.9162
"F1255",1.5724
"F52156",-0.6784
"F500",-1.1569
"F7488",0.2268
"F60790",-0.3791
"F131",0.1685
"F9012",-0.8085
"F20313",-1.6003
"F29285",-1.5432
"F32188",0.4984
"F66801",1.3332
"F10010",-1.4773
"F10650",1.3011
"F22870",-0.7766
"F55990",1.1694
"F8556",-1.5416
"F4116",0.3868
"F8559",-0.9926
"F5642",-0.2393
"F47822",0.0574
"F37201",1.4523
"F35255",-1.7761
"F59551",-1.3248
"F7090",3.3967
"F6763",-3.3357
"F40926",-2.3395
"F47848",2.1304
"F52550",-0.6679
"F25057",-1.297
"F56686",-1.3535
"F16372",-0.4813
"F23334",-2.3141
"F1132",-0.6011
"F11428",-0.5046
"F3499",1.9478
"F39886",-0.3958
"F1634",2.5484
"F17483",3.4025
"F11883",0.8398
"F20061",-0.443
"F21319",-0.5536
"F50151",-0.6836
"F32091",-0.0828
"F66628",-0.3718
"F1229",-1.5253
"F35151",-0.3853
"F56585",1.6779
"F32055",0.0026
"F55311",-0.9575
"F24004",0.4075
"F44050",-1.5714
"F58757",-3.5722
"F13862",-1.7936
"F27124",-1.9958
"F33770",-0.3206
"F47275",-1.683
"F47222",0.3996
"F38116",-0.6866
"F55188",-0.0425
"F27909",-0.384
"F8894",-0.6849
"F25366",-1.6986
"F43979",-1.7195
"F54180",2.2352
"F64303",-1.9398
"F6121",1.5539
"F1552",-2.6577
"F26229",-0.6404
"F10662",-1.4563
"F11019",-1.2448
"F54610",-1.3966
"F24585",0.7574
"F27279",-1.0326
"F22614",0.3798
"F17440",-0.5626
"F45649",-1.6054
"F31708",0.3347
"F53539",-1.5655
"F29323",-2.2859
"F1734",1.785
"F23045",0.4716
"F40950",-2.6581
"F46846",0.932
"F6453",-0.798
"F13852",1.5184
"F46847",-0.6596
"F8026",-1.3667
"F30559",0.6874
"F7060",0.8213
"F41623",-2.9707
"F10573",1.9183
"F59092",-0.1942
"F50807",0.2297
"F12810",-1.8339
"F27995",1.4761
"F33665",1.265
"F45139",-0.7618
"F30904",-1.3409
"F9991",-1.2619
"F47906",-1.1193
"F4349",0.8542
"F40905",-2.067
"F26028",2.2448
"F31825",0.1917
"F16780",2.3311
"F31530",0.6762
"F180",0.2494
"F18010",-0.7315
"F40059",-1.115
"F42183",0.2956
"F2049",1.6425
"F29650",-1.099
"F9255",0.8115
"F49166",1.1606
"F48132",0.5081
"F1230",-1.2414
"F6296",-2.6919
"F56238",-0.3337
"F9304",-1.4591
"F3635",0.3061
"F50022",0.2185
"F12202",0.9545
"F36338",-2.1908
"F50212",0.482
"F2784",1.391
"F7241",-1.5694
"F38982",-2.9897
"F9329",-1.0531
"F18373",-0.7801
"F47301",-1.5441
"F33572",-1.1607
"F58945",-1.3964
"F480",-0.1843
"F8912",0.3378
"F43167",-1.9985
"F17623",-1.3746
"F48860",-2.0932
"F156",1.2835
"F47658",0.8527
"F4371",-1.1372
"F19592",2.5059
"F8856",-0.7716
"F53020",-1.4862
"F42733",-0.4962
"F8731",-1.5595
"F61737",-1.6699
"F23540",-0.3935
"F65056",-1.2645
"F26456",-2.0367
"F9349",-1.4562
"F7660",-1.1647
"F64969",-0.7788
"F5136",3.8422
"F15208",-1.0859
"F6193",-4.1872
"F56683",1.4413
"F1287",-1.764
"F2714",-0.2659
"F5055",1.0179
"F6573",-0.6886
"F9348",-2.1941
"F47160",0.5459
"F32554",1.2567
"F61859",-2.1213
"F34431",-0.7844
"F8090",-1.5505
"F22773",0.5769
"F10410",1.5296
"F51675",-0.819
"F49078",-2.3047
"F52049",-1.4806
"F23705",-0.8304
"F53431",0.4641
"F5632",0.2121
"F44478",-2.3783
"F13064",-1.1954
"F17953",-1.3395
"F31321",0.8254
"F54679",1.1067
"F27582",2.1872
"F12877",-2.8794
"F23789",0.097
"F27699",0.8799
"F7837",-0.4807
"F41823",-2.5704
"F5509",-1.1431
"F790",0.5721
"F1862",-1.6603
"F13656",-0.4739
"F9382",3.4181
"F51758",-0.5074
"F6569",-1.2004
"F9370",-0.9582
"F45507",-1.8967
"F11971",1.1206
"F26099",-1.5645
"F9890",-2.0603
"F31303",0.7367
"F5762",-0.0979
"F11638",-0.965
"F8281",-1.04
"F50282",-0.5159
"F9457",-1.0893
"F13616",-0.9197
"F8245",-1.9171
"F4575",2.2409
"F43326",-0.5837
"F49681",-3.3614
"F15143",-1.0679
"F30235",0.6184
"F55301",-0.2072
"F46754",0.3678
"F9192",1.0046
"F3648",-1.4834
"F22822",-1.4283
"F57027",1.1747
"F31454",-2.5193
"F41322",0.5464
"F61461",-1.0667
"F27410",-0.8556
"F45446",-0.9444
"F8963",1.5725
"F10082",0.7938
"F20776",-1.5239
"F32575",1.4023
"F16738",2.0076
"F25407",-2.1116
"F20542",-1.4475
"F49688",-2.1212
"F57102",-0.9715
"F1336",2.3785
"F53492",0.8118
"F13668",-2.7107
"F35370",0.8081
"F51899",-3.8875
"F51657",-0.6395
"F48457",-0.5385
"F20793",-1.676
"F11465",-0.6247
"F33466",-2.1463
"F44908",-3.214
"F824",0.183
"F48815",-0.995
"F44497",-0.6995
"F41976",-0.7784
"F10594",-3.042
"F10409",-0.7535
"F42232",-1.4518
"F40839",-1.6969
"F3685",-1.4797
"F10890",1.4446
"F54199",-0.3913
"F24398",-1.203
"F58935",-0.2322
"F10859",-0.5483
"F51609",-0.7884
"F25205",2.5595
"F43719",-0.8221
"F2712",-0.875
"F6408",-2.3553
"F22740",-2.8873
"F47503",-0.673
"F3844",-0.7835
"F51666",-1.2997
"F46953",4.0729
"F47585",1.6546
"F37600",1.2043
"F10788",1.7007
"F1263",1.6766
"F57477",1.6863
"F10717",0.5624
"F59517",1.5538
"F52759",1.1549
"F58593",-2.2114
"F17612",-1.7377
"F27754",-1.2803
"F29615",0.9724
"F20314",1.1302
"F26590",-1.244
"F54382",-0.4938
"F38431",0.2603
"F51831",-1.3558
"F25048",-3.4121
"F60448",-2.1994
"F32627",-0.7813
"F57254",-1.801
"F54210",0.9024
"F1899",0.8722
"F47928",-0.4482
"F26638",-0.7112
"F18188",-1.6081
"F59328",1.6431
"F45185",-1.3717
"F35257",-0.7811
"F43010",-1.8188
"F26639",-1.0751
"F3693",0.1465
"F46894",0.71
"F24973",-1.2112
"F63753",1.7088
"F4556",-1.9752
"F49096",-2.1278
"F38493",-1.7965
"F54871",-1.2962
"F49771",-1.5285
"F8633",0.8073
"F11558",-0.3088
"F41890",-2.4887
"F31791",0.3304
"F59212",1.7535
"F34889",0.6357
"F19648",1.2597
"F65949",1.1721
"F9069",2.5669
"F8824",-0.2553
"F54565",-0.2659
"F9864",0.0147
"F36749",-1.5845
"F38292",-1.2804
"F46548",0.1023
"F1848",-0.4365
"F33052",-0.4281
"F8133",0.3502
"F27008",-1.6309
"F49035",-1.7732
"F44296",-0.4398
"F4840",-0.8281
"F57333",-1.2475
"F28540",-1.7601
"F1145",3.0144
"F59445",-0.8665
"F41194",0.519
"F1441",-1.2963
"F5060",-0.5853
"F2093",0.8753
"F55811",-3.046
"F5954",4.0358
"F12344",-0.3146
"F39676",-0.4526
"F52893",1.4162
"F29776",0.4845
"F50218",-0.6077
"F41066",-1.3924
"F53388",-1.3365
"F19915",0.4692
"F4552",2.3077
"F48863",-1.0112
"F9173",-0.477
"F3045",2.7819
"F8906",0.3178
"F61062",-1.7523
"F5516",-0.7888
"F56872",-0.0817
"F43185",-0.6001
"F46660",0.1694
"F32440",-1.3272
"F2187",-1.5539
"F50668",-0.9694
"F14043",-0.5708
"F53253",-0.8345
"F19102",0.2778
"F26741",0.9741
"F7948",-2.0102
"F52209",-0.4366
"F287",2.4862
"F19007",-0.3572
"F52798",-1.1845
"F10047",-0.785
"F30934",0.7967
"F56497",-0.3259
"F43443",0.6595
"F52712",-2.0672
"F18713",-0.4393
"F47975",2.6698
"F10245",-0.6215
"F64587",-1.7941
"F49234",-0.5373
"F35739",-0.7999
"F5904",-1.4934
"F54097",-0.6398
"F44282",-1.4379
"F58742",-0.2565
"F1631",1.3972
"F11750",-2.0543
"F2500",-1.6728
"F26011",-1.975
"F36537",-0.0165
"F24705",-2.7022
"F12335",1.031
"F10119",-1.0426
"F24664",0.2004
"F18596",-1.9365
"F51653",-1.6794
"F2622",0.5467
"F7606",1.8783
"F51211",-0.9457
"F52128",0.3069
"F3160",-1.6561
"F2885",-0.9246
"F4037",-1.8571
"F42671",-0.6167
"F38734",0.311
"F53125",0.2279
"F56270",-0.9723
"F24672",2.5946
"F28591",-1.0514
"F6439",1.424
"F49841",0.7542
"F57543",0.7649
"F10796",-0.0755
"F51231",0.8256
"F2974",0.4213
"F56130",-0.2533
"F32171",-0.0159
"F4450",0.5785
"F56535",0.2061
"F49106",-1.0716
"F694",1.0519
"F47023",0.3946
"F20086",-1.3377
"F22839",-0.3399
"F50145",-0.8132
"F10902",2.1815
"F51988",-1.6426
"F9087",-1.3669
"F27416",2.46
"F40776",-1.3957
"F24007",-1.1675
"F912",-0.9509
"F8504",-0.8865
"F38574",-1.6777
"F59199",-0.2476
"F19177",-0.8752
"F28921",2.4876
"F2201",0.7927
"F61589",-0.5817
"F2593",-0.5389
"F27485",-1.0049
"F6289",-1.3098
"F14908",-1.1013
"F25021",-1.0528
"F27251",-2.3185
"F53377",0.6401
"F31176",-0.8465
"F29780",-1.9732
"F51523",-2.1488
"F28003",-0.5766
"F19354",-2.1113
"F30807",2.5097
"F17256",-0.3936
"F37816",-0.0585
"F33794",-3.0033
"F47639",0.1361
"F25505",-0.5637
"F47696",-0.9642
"F34697",-0.5337
"F55031",0.765
"F54908",-2.0581
"F54029",-0.7625
"F1385",-1.7996
"F47060",2.3467
"F48089",-1.2852
"F30207",-1.0255
"F30274",-0.5371
"F57092",-0.1004
"F56619",-2.8613
"F49505",-1.9048
"F21516",-0.88
"F39524",-0.895
"F358",1.6832
"F28044",2.1705
"F28139",-1.1433
"F47474",0.1735
"F29440",-1.5295
"F53145",2.9209
"F44820",2.9244
"F53244",0.4222
"F34144",1.1803
"F5664",0.7337
"F27221",-2.3869
"F9882",-1.3565
"F36232",1.3062
"F2352",-1.2509
"F27055",-0.9306
"F49717",-1.2765
"F53013",-1.1427
"F11959",0.733
"F9357",1.8359
"F18971",0.9329
"F2022",0.3591
"F53029",1.0249
"F55711",1.113
"F28250",-2.2494
"F49723",-2.5545
"F24215",0.0832
"F48485",-0.7103
"F47431",-0.4463
"F21449",-1.5079
"F8883",0.8464
"F44849",0.5141
"F461",-1.901
"F13034",-1.695
"F30527",-1.1802
"F1270",0.2231
"F51184",1.7336
"F4188",-0.7911
"F47753",-1.0884
"F48470",-2.3275
"F11939",0.7994
"F7100",-0.1553
"F39910",-1.1025
"F19416",-0.2274
"F50390",0.1479
"F53401",-0.3593
"F18826",0.8558
"F19780",-1.1967
"F2646",-1.3651
"F65540",-1.4498
"F1294",1.1933
"F58356",0.6599
"F52298",-1.4121
"F34248",-0.6106
"F48184",1.24
"F47671",-1.5834
"F50559",1.9642
"F9773",-0.6678
"F10966",-0.4311
"F17793",0.1136
"F12680",-1.4648
"F24306",-2.8986
"F38594",-2.2105
"F11714",0.2389
"F3320",-0.8096
"F8158",-0.8399
"F43884",-4.7427
"F32159",0.3501
"F42986",1.7414
"F194",-2.8875
"F29945",-0.3407
"F35771",2.4727
"F564",-0.8186
"F54427",-1.8735
"F9841",2.1556
"F51934",0.2301
"F24483",-0.8141
"F817",0.5185
"F2747",-1.7326
"F2901",-2.0806
"F309",1.042
"F56467",0.7155
"F29237",-1.4174
"F59372",0.469
"F13741",-1.7351
"F18118",2.2447
"F36831",0.2542
"F29058",-2.509
"F8713",-1.0779
"F43807",-0.6345
"F60373",-1.686
"F43591",-0.2673
"F11918",1.014
"F27639",1.6828
"F4951",-2.0643
"F42399",-1.2903
"F47704",0.5133
"F5265",-1.0617
"F38457",-1.4857
"F26998",1.1048
"F57135",-0.2632
"F55557",-0.2656
"F3715",-0.5741
"F27559",-4.1481
"F37325",-3.4713
"F5570",-0.7795
"F23999",-1.7714
"F3413",-1.5293
"F11326",-0.9481
"F10231",-0.6025
"F66052",-0.8
"F4667",1.0142
"F41073",-2.9802
"F3179",-1.0768
"F58961",-1.9437
"F52117",0.5232
"F31836",0.3431
"F50180",-0.7076
"F14040",-1.709
"F31331",0.8308
"F48831",-1.9675
"F19650",-0.0975
"F37107",0.3252
"F31505",0.7817
"F56549",-1.8858
"F29266",-0.7264
"F12131",-2.1874
"F759",0.763
"F59284",1.8488
"F12007",0.9314
"F1431",-0.4349
"F52519",-0.3231
"F60273",-2.0445
"F3428",1.6172
"F50071",-1.7634
"F47162",0.3902
"F8672",-0.9618
"F57289",-1.049
"F41228",2.7868
"F40140",-1.9487
"F38753",-0.891
"F60979",0.8793
"F62365",1.0396
"F34117",-0.606
"F49680",-2.3937
"F57497",0.4365
"F6806",1.4189
"F8560",-0.7306
"F4720",-1.7183
"F52104",-0.4666
"F3183",-1.0745
"F49229",-0.8558
"F5364",-0.2518
"F59578",1.8517
"F6228",-2.6104
"F62752",0.9609
"F6827",1.0558
"F12431",-0.5536
"F32800",-1.2968
"F36679",-0.0376
"F36153",-1.9029
"F3714",0.4232
"F8045",2.275
"F29276",-1.4165
"F10024",-1.783
"F9195",1.6679
"F54990",-0.1215
"F24805",1.347
"F26060",0.1259
"F59258",2.3951
"F26497",-1.0322
"F1181",-0.3767
"F9019",-1.2963
"F32540",0.9445
"F51350",-1.3083
"F3270",-0.3533
"F30532",-1.4136
"F10613",-1.5241
"F9838",-1.7207
"F14695",-0.8454
"F47134",0.8574
"F45592",-0.2788
"F48145",0.2134
"F2389",0.6903
"F24365",-0.9129
"F36891",-0.5873
"F4527",-1.5749
"F55080",-1.0367
"F550",-0.0851
"F7414",-3.4927
"F6182",-0.9714
"F44449",0.2769
"F4693",0.9415
"F48901",0.0415
"F27294",-1.9205
"F52419",1.0524
"F31173",0.5108
"F58939",0.3347
"F9017",-1.4626
"F34361",-1.1818
"F3521",-0.9408
"F51688",1.3963
"F1347",1.3411
"F16080",0.2694
"F27253",-2.1486
"F51251",-0.0681
"F28293",0.8093
"F3039",0.7784
"F49276",0.4491
"F15255",-1.5231
"F33711",-0.7238
"F1763",-2.032
"F49912",-1.2897
"F7992",-0.7064
"F29311",1.1273
"F49457",-2.8717
"F44558",-0.6402
"F51284",-2.0401
"F36639",-1.6464
"F45584",-0.7296
"F31837",0.2772
"F57986",-0.7979
"F1386",2.0688
"F9223",-1.0611
"F56520",-1.5408
"F46159",0.6986
"F56312",-0.0671
"F5946",1.1642
"F18638",-1.1785
"F26447",-0.4486
"F50924",-0.8601
"F49881",-0.9726
"F30170",0.2303
"F32490",-1.1725
"F2398",0.9338
"F18017",1.3158
"F49860",-0.3734
"F24746",-0.8682
"F4320",1.9028
"F26426",-1.7316
"F2970",1.3553
"F13257",1.4724
"F50129",-1.1686
"F48129",2.1527
"F30061",0.7547
"F57298",-2.1223
"F6671",-0.1446
"F55339",-0.1063
"F49991",0.2844
"F9060",-0.3961
"F28753",-2.3749
"F54888",-1.6846
"F10578",0.719
"F48417",1.6719
"F5366",-0.8474
"F61910",-0.6378
"F2606",-0.1796
"F6940",-0.3569
"F5943",-1.4207
"F30167",0.9223
"F1489",1.0805
"F32646",-0.8073
"F7463",-0.0576
"F23190",-1.9549
"F17768",3.2712
"F10279",-1.2828
"F5881",-0.8861
"F16341",-1.8571
"F38206",-0.005
"F18710",-0.4669
"F9738",-0.5564
"F36717",0.1748
"F43435",-0.61
"F17667",-0.5416
"F59273",-0.2963
"F1368",1.3224
"F22219",0.859
"F31823",0.2108
"F46910",-0.0265
"F52795",2.5509
"F3460",-1.9732
"F6747",2.7782
"F15488",-1.2783
"F23955",-2.7763
"F29730",0.5853
"F57104",-0.1287
"F8470",0.106
"F41626",-1.7302
"F53920",-0.6762
"F47212",1.068
"F38508",0.6594
"F48825",-0.1052
"F3419",-0.806
"F16",-0.4401
"F27756",-0.7367
"F26043",-0.4504
"F31051",0.3658
"F65378",-0.4693
"F30399",0.7181
"F33374",-0.4012
"F14872",-1.5808
"F9106",1.484
"F10253",1.9921
"F62497",-0.4364
"F7965",-1.0784
"F53653",-1.4838
"F43955",-1.6183
"F9249",0.1893
"F2934",0.7864
"F9099",-0.2595
"F59495",0.5581
"F8577",-0.9237
"F11717",0.4272
"F26340",0.7696
"F6975",0.9522
"F47666",-1.4223
"F471",-1.2996
"F51073",-0.3609
"F9169",2.1439
"F48536",-1.4073
"F50752",-2.137
"F21925",-3.4631
"F29687",-0.8447
"F2057",1.2838
"F53686",-0.0845
"F51911",0.296
"F20244",-0.8959
"F51575",-0.3425
"F5182",-2.9413
"F1692",2.6413
"F19808",-2.3326
"F25845",0.1948
"F27683",0.9867
"F30898",0.1768
"F11399",0.7061
"F52940",-1.6484
"F49803",-1.1964
"F38396",-0.8383
"F5952",-0.8903
"F5236",-0.7207
"F42107",1.9214
"F18966",-0.4335
"F8096",-1.83
"F52320",0.1876
"F2862",1.2286
"F59272",2.3251
"F49370",0.25
"F6563",-1.5968
"F14984",-2.0487
"F34559",-0.5714
"F15551",3.0201
"F34531",-6e-04
"F66860",1.3873
"F4817",-2.6185
"F48110",0.699
"F47383",-1.3185
"F44358",-0.5403
"F36342",0.5177
"F1901",2.1072
"F17873",1.2995
"F59356",0.3792
"F41474",-2.004
"F18628",-1.0277
"F26664",-3.5791
"F31219",-2.642
"F39876",-1.7516
"F6892",0.0031
"F56403",1.1681
"F57059",-2.5374
"F25168",-1.1602
"F38257",1.2161
"F61662",2.0258
"F9952",-1.0792
"F49808",0.3627
"F44962",-0.3754
"F25052",0.7037
"F10524",-0.5339
"F7446",0.5453
"F55477",-3.4235
"F1933",-1.1622
"F45907",2.5451
"F21262",-1.3426
"F18393",-0.7376
"F48678",-1.0747
"F4189",0.8251
"F42838",-0.4236
"F64379",-1.5715
"F52031",-0.3809
"F22902",-2.1377
"F33321",-1.4218
"F51066",-0.499
"F58131",0.2775
"F21417",-1.8182
"F15948",-2.2424
"F5097",-0.4749
"F7898",-0.3528
"F35081",-2.2153
"F51605",1.8007
"F54032",2.3611
"F56914",-1.5004
"F13661",-1.107
"F67137",1.2845
"F13294",-1.5842
"F33371",-1.9851
"F40392",0.9564
"F2212",1.0253
"F6775",0.022
"F40182",-0.6914
"F1071",2.6273
"F499",-1.314
"F1640",2.3195
"F22600",-0.2353
"F34706",0.4593
"F31694",0.504
"F24905",-1.1709
"F52739",0.2568
"F46035",-1.455
"F55430",0.2184
"F34669",1.2432
"F28410",-1.8051
"F19480",-1.0212
"F29014",1.7498
"F58058",0.6167
"F6591",3.6826
"F52701",-1.3832
"F54039",-1.9099
"F27885",-1.0435
"F60402",0.6209
"F3267",3.3791
"F50117",2.1791
"F6678",-0.1594
"F63758",2.0444
"F49345",-1.6548
"F33200",1.1199
"F32339",-0.8913
"F38441",-2.1896
"F61468",2.922
"F42889",-2.0902
"F4282",0.8394
"F32367",-0.5892
"F15171",-3.1815
"F59380",1.4403
"F17291",-0.5048
"F37190",0.6818
"F48715",-0.2552
"F62640",-2.3075
"F5666",-0.4317
"F47061",1.7008
"F61681",-0.1669
"F63378",-0.6548
"F28083",-1.6674
"F47269",2.8626
"F58205",-2.1913
"F25031",1.3531
"F16006",-0.0353
"F7890",-0.5615
"F9786",-0.6118
"F5811",0.1188
"F17950",-1.8519
"F4756",2.1418
"F53117",1.4815
"F4441",1.7782
"F10405",-0.8297
"F54401",-0.1248
"F8877",-0.5713
"F49879",-0.5307
"F52590",1.6175
"F31975",0.2874
"F1048",-0.8096
"F27042",0.9894
"F26009",-1.359
"F51514",-1.4941
"F20053",0.5179
"F15693",-1.9921
"F40464",-2.5672
"F39664",-1.7646
"F25381",0.2911
"F8692",-0.7303
"F5248",2.8465
"F8928",-1.0559
"F43287",-1.0306
"F53375",0.6119
"F53701",-0.884
"F42453",-1.5631
"F3015",-0.1058
"F4130",-0.4083
"F36133",0.5599
"F45933",-1.3526
"F36579",-2.6708
"F7137",-0.034
"F54008",-0.2096
"F56290",-1.3267
"F33813",0.8053
"F49467",-0.4172
"F49562",-0.9963
"F39787",-1.2091
"F55355",1.7539
"F24954",-0.6564
"F32934",1.8507
"F53024",0.742
"F55036",-0.2421
"F6430",-1.5487
"F13291",-1.1024
"F22993",1.391
"F21688",-0.4328
"F61604",-0.2436
"F29272",0.2997
"F11794",-5.2785
"F1553",-1.1308
"F40945",-2.2272
"F2535",0.6896
"F6484",0.9311
"F49579",-0.7406
"F23869",-2.1763
"F10322",1.0153
"F28480",-1.6666
"F780",-0.052
"F20331",-1.9128
"F41559",-0.7017
"F49948",-0.6916
"F12391",-1.6563
"F58676",-1.6502
"F47399",0.3173
"F7577",-0.0428
"F44233",-0.0057
"F9276",1.7425
"F9308",-0.9505
"F23635",-1.8155
"F22053",0.9401
"F5645",1.4428
"F43228",-0.6616
"F6879",-1.473
"F29731",-0.492
"F54873",-1.1862
"F20492",-1.1859
"F32373",0.7007
"F51673",-0.7611
"F63394",0.2992
"F40418",-2.329
"F36998",-0.9864
"F38501",0.1229
"F25560",-0.8252
"F46331",-0.6803
"F32804",-1.4633
"F9744",-1.1263
"F1578",-2.1466
"F6256",-0.5109
"F49307",1.1158
"F11321",-0.6927
"F65474",-0.8392
"F48775",0.162
"F26116",-1.0891
"F42603",-0.4779
"F47521",-1.2238
"F30541",-0.9511
"F23520",1.0322
"F25913",-1.4409
"F63326",0.8917
"F59739",-1.8546
"F4724",0.0274
"F44880",-2.5855
"F47307",-1.4427
"F3580",-0.4441
"F1835",-1.8528
"F9122",1.5878
"F56519",-0.0235
"F23327",-0.831
"F5584",-0.8673
"F6772",-0.5544
"F62657",-1.5276
"F50511",-2.9214
"F13999",-0.0312
"F29400",1.3827
"F31177",0.1487
"F60406",-2.2446
"F59062",-0.2065
"F40515",-1.3383
"F4329",1.9576
"F19428",-0.4289
"F9724",2.816
"F10725",-1.1528
"F61602",-0.1737
"F17344",-0.352
"F50144",-1.083
"F42634",-1.3687
"F56366",-0.7982
"F49255",-2.0499
"F4279",0.4743
"F9127",-0.2074
"F56778",-0.324
"F9740",0.7205
"F55749",-0.9733
"F11087",-0.499
"F234",-1.3115
"F20243",-0.9374
"F62806",0.7734
"F373",0.6146
"F10618",0.264
"F59527",-0.7599
"F3897",-0.7739
"F981",2.0576
"F47748",-0.5792
"F10715",0.3446
"F2601",1.5823
"F11760",-3.8903
"F50320",-1.9134
"F42829",1.3321
"F17685",-1.5429
"F20115",0.4605
"F34358",-2.3158
"F17597",0.0726
"F29996",0.4198
"F30009",-0.0695
"F19267",0.3265
"F9150",-0.5552
"F21573",1.6988
"F23906",0.9608
"F21331",-0.4407
"F12944",-1.495
"F51608",-0.3055
"F16062",0.3965
"F33334",-0.6373
"F8093",-2.3774
"F38813",-0.6736
"F23203",1.627
"F45971",-0.2197
"F42240",1.1457
"F8234",0.4096
"F31308",0.652
"F22931",0.2836
"F43278",0.7059
"F50241",-1.7853
"F10878",-1.7965
"F8872",0.8355
"F11402",3.5859
"F26113",2.3977
"F434",-0.8492
"F32647",-0.2959
"F56258",0.6277
"F79",1.4104
"F25030",0.9896
"F60781",3.0528
"F19057",-0.7702
"F30185",1.3087
"F33565",-0.4396
"F52947",0.3467
"F22452",-0.2563
"F33282",0.556
"F15479",0.7405
"F1198",1.2807
"F8131",-0.151
"F48707",-1.4623
"F1316",-1.4179
"F56113",-0.2709
"F2539",-0.3444
"F10129",-0.4433
"F7237",0.2821
"F49324",-0.9137
"F8522",-0.2429
"F12648",-1.2697
"F36052",0.6483
"F39155",-1.2574
"F46864",0.0638
"F32972",0.4866
"F62868",-1.7842
"F36878",-0.5064
"F6579",-0.9352
"F10280",-0.801
"F6736",-0.663
"F4131",-0.4772
"F48659",-0.8384
"F49858",-0.8939
"F52451",-0.1846
"F3933",-1.4758
"F56243",-0.5405
"F3461",2.7966
"F48593",-0.6901
"F42366",-1.9079
"F55571",-0.5956
"F61569",2.0606
"F3754",2.1114
"F40249",-0.2377
"F45179",-0.857
"F33796",-0.0899
"F65406",1.625
"F46573",0.3412
"F44236",-1.4625
"F54466",0.7246
"F31305",-2.5145
"F26635",-1.7719
"F11114",-2.1375
"F1305",-3.0742
"F37389",-0.5344
"F56179",0.5381
"F51624",-1.5608
"F44149",-1.0114
"F38261",-3.471
"F52713",-1.0878
"F28838",-0.9714
"F8460",0.511
"F33001",-2.0299
"F50269",-1.6335
"F45064",-1.6167
"F31631",1.677
"F23039",0.7159
"F64812",-1.0348
"F52785",0.3631
"F54135",-0.049
"F31843",-0.5116
"F1108",-0.9279
"F39604",0.5598
"F51739",-0.6856
"F53754",-0.9847
"F6782",0.2649
"F22169",0.4848
"F47076",1.4114
"F360",1.0002
"F38586",-2.0361
"F23499",-1.2092
"F54056",1.9343
"F29611",-1.1085
"F1586",1.9426
"F6097",-0.5622
"F1456",1.4609
"F51483",-0.8602
"F20552",-0.5686
"F1620",1.5158
"F39772",-0.5282
"F30552",0.3952
"F10413",0.3111
"F45912",-2.0725
"F52467",-0.6372
"F16787",-1.0354
"F47128",0.3173
"F47873",-0.7019
"F56552",0.7641
"F6325",2.6161
"F44187",-1.6038
"F45587",-1.5262
"F45304",2.1932
"F643",0.2439
"F53109",-1.1672
"F1021",-3.2169
"F44005",-0.6629
"F2383",0.63
"F59893",-2.7729
"F17033",-0.6247
"F52628",3.3091
"F54397",0.3893
"F16357",-0.7161
"F51397",0.3794
"F33009",-1.2171
"F4707",-0.9077
"F56737",-0.4297
"F30875",0.1846
"F4975",-0.4491
"F15646",-2.0086
"F51503",-0.1107
"F26033",-1.0449
"F52811",-0.3183
"F51298",1.489
"F47749",2.1613
"F50881",-0.6942
"F14159",-1.0084
"F53696",-1.3807
"F54609",-1.9128
"F47929",-1.4937
"F47962",-0.0562
"F35231",-2.9271
"F31070",-2.4009
"F3847",-0.5248
"F39868",0.9993
"F10472",1.9803
"F27735",-1.1913
"F3605",2.8739
"F58697",-1.2542
"F18632",1.3266
"F20834",0.3342
"F6165",0.8738
"F10336",-0.9859
"F56525",0.0414
"F59882",-0.2254
"F22629",-1.1675
"F58168",-0.5132
"F8800",-1.1339
"F8812",-0.2224
"F29380",2.2605
"F11265",-0.9304
"F5723",2.3548
"F57706",-1.8752
"F16287",4.1548
"F1521",2.8598
"F3123",0.7583
"F46825",0.2198
"F48060",-0.1679
"F1269",1.4738
"F975",-0.7332
"F28920",-0.532
"F23840",-0.2088
"F25640",-0.434
"F59503",1.7853
"F16915",0.2835
"F39409",-2.3034
"F48842",-0.8224
"F2612",-1.2898
"F46357",0.1755
"F33405",-4.1689
"F62271",-1.8555
"F21930",-0.8356
"F23826",-0.5306
"F54185",-0.4369
"F65710",1.6886
"F1064",0.0409
"F15137",0.8429
"F34005",-2.3186
"F46857",1.9729
"F13788",-0.0105
"F54729",1.1426
"F40300",1.536
"F49489",-2.5535
"F12102",0.0725
"F10094",-1.3552
"F56640",-0.2238
"F11689",0.5119
"F43607",1.0429
"F8094",0.1521
"F20494",-1.643
"F26164",-1.4008
"F7793",1.722
"F23255",0.4953
"F19977",-0.0653
"F40904",-2.0578
"F10358",-2.4627
"F49260",0.3336
"F54357",-1.0311
"F6109",-3.2078
"F26564",1.1241
"F4318",1.0003
"F3719",2.8271
"F52404",-0.9154
"F53236",0.5918
"F64224",-1.526
