"","feature","metadata","value","qvalue"
"F46207","F46207","diagnosis","UC",0.136445149304058
"F49079","F49079","diagnosis","UC",0.1364946442376
"F51460","F51460","diagnosis","UC",0.1364946442376
"F27147","F27147","diagnosis","UC",0.1364946442376
"F12057","F12057","diagnosis","UC",0.136582706842484
"F11185","F11185","diagnosis","UC",0.136604575404663
"F6897","F6897","diagnosis","UC",0.136644530257433
"F7143","F7143","diagnosis","UC",0.136644801627953
"F26837","F26837","diagnosis","UC",0.136664804682107
"F742","F742","diagnosis","UC",0.136731957438107
"F47603","F47603","diagnosis","UC",0.136731957438107
"F57549","F57549","diagnosis","UC",0.136731957438107
"F5859","F5859","diagnosis","UC",0.136743327830279
"F55537","F55537","diagnosis","UC",0.136745749031782
"F5832","F5832","diagnosis","UC",0.136777682095289
"F48427","F48427","diagnosis","UC",0.13679643772041
"F6124","F6124","diagnosis","UC",0.136817380434985
"F29570","F29570","diagnosis","UC",0.136850273437024
"F15160","F15160","diagnosis","UC",0.136860717052844
"F59202","F59202","diagnosis","UC",0.136860829697576
"F43684","F43684","diagnosis","UC",0.136860829697576
"F15906","F15906","diagnosis","UC",0.13690127781697
"F39129","F39129","diagnosis","UC",0.136924217306045
"F27911","F27911","diagnosis","UC",0.136933027825909
"F47355","F47355","diagnosis","UC",0.136959899092862
"F33800","F33800","diagnosis","UC",0.136980958927525
"F18533","F18533","diagnosis","UC",0.137001695221215
"F25761","F25761","diagnosis","UC",0.137001695221215
"F26927","F26927","diagnosis","UC",0.13703082379575
"F48329","F48329","diagnosis","UC",0.137063481022706
"F9318","F9318","diagnosis","UC",0.137063481022706
"F54438","F54438","diagnosis","UC",0.137063481022706
"F16187","F16187","diagnosis","UC",0.137071449257952
"F16057","F16057","diagnosis","UC",0.137092138791556
"F47794","F47794","diagnosis","UC",0.137092138791556
"F39155","F39155","diagnosis","UC",0.137179844088219
"F48730","F48730","diagnosis","UC",0.137179844088219
"F61857","F61857","diagnosis","UC",0.137219269011018
"F60781","F60781","diagnosis","UC",0.137219269011018
"F5904","F5904","diagnosis","UC",0.137238524109693
"F2582","F2582","diagnosis","UC",0.137278893212305
"F48201","F48201","diagnosis","UC",0.137359411704976
"F4559","F4559","diagnosis","UC",0.137377536639755
"F10234","F10234","diagnosis","UC",0.137377536639755
"F5078","F5078","diagnosis","UC",0.137377536639755
"F48020","F48020","diagnosis","UC",0.137377536639755
"F29189","F29189","diagnosis","UC",0.137377536639755
"F6166","F6166","diagnosis","UC",0.137397897555688
"F12802","F12802","diagnosis","UC",0.137416648996324
"F59007","F59007","diagnosis","UC",0.137445175928696
"F5428","F5428","diagnosis","UC",0.137475200836538
"F52509","F52509","diagnosis","UC",0.137513556656397
"F407","F407","diagnosis","UC",0.137514259826692
"F30040","F30040","diagnosis","UC",0.137516174975399
"F22260","F22260","diagnosis","UC",0.137567811481242
"F19915","F19915","diagnosis","UC",0.13757614188534
"F53085","F53085","diagnosis","UC",0.13757614188534
"F28591","F28591","diagnosis","UC",0.13757614188534
"F49195","F49195","diagnosis","UC",0.13757614188534
"F3545","F3545","diagnosis","UC",0.1375991139031
"F887","F887","diagnosis","UC",0.1375991139031
"F13699","F13699","diagnosis","UC",0.1375991139031
"F6824","F6824","diagnosis","UC",0.1375991139031
"F30717","F30717","diagnosis","UC",0.1375991139031
"F50602","F50602","diagnosis","UC",0.1375991139031
"F11402","F11402","diagnosis","UC",0.137673572427595
"F32074","F32074","diagnosis","UC",0.137682403541858
"F52726","F52726","diagnosis","UC",0.137726632722718
"F35029","F35029","diagnosis","UC",0.137726632722718
"F15590","F15590","diagnosis","UC",0.137789072376494
"F50734","F50734","diagnosis","UC",0.137792260037855
"F48796","F48796","diagnosis","UC",0.137799472565405
"F45185","F45185","diagnosis","UC",0.137823816785866
"F17687","F17687","diagnosis","UC",0.137823816785866
"F55412","F55412","diagnosis","UC",0.137823816785866
"F10304","F10304","diagnosis","UC",0.137852666312164
"F47060","F47060","diagnosis","UC",0.137890404909213
"F35297","F35297","diagnosis","UC",0.137913183791319
"F52162","F52162","diagnosis","UC",0.137913183791319
"F38915","F38915","diagnosis","UC",0.137931450981811
"F1862","F1862","diagnosis","UC",0.13793368201111
"F1170","F1170","diagnosis","UC",0.138002201548523
"F45097","F45097","diagnosis","UC",0.138042454625038
"F45263","F45263","diagnosis","UC",0.13805878708948
"F41928","F41928","diagnosis","UC",0.13805878708948
"F52446","F52446","diagnosis","UC",0.13818231549259
"F25463","F25463","diagnosis","UC",0.138183368793334
"F41715","F41715","diagnosis","UC",0.138183368793334
"F43375","F43375","diagnosis","UC",0.138183368793334
"F42778","F42778","diagnosis","UC",0.138186728363426
"F2110","F2110","diagnosis","UC",0.138303714925298
"F38801","F38801","diagnosis","UC",0.138324800633733
"F6244","F6244","diagnosis","UC",0.138325975204107
"F53389","F53389","diagnosis","UC",0.138325975204107
"F6696","F6696","diagnosis","UC",0.138353682682763
"F27182","F27182","diagnosis","UC",0.138391884313659
"F44475","F44475","diagnosis","UC",0.138396278542964
"F10070","F10070","diagnosis","UC",0.138405015755441
"F45417","F45417","diagnosis","UC",0.138405015755441
"F25414","F25414","diagnosis","UC",0.138413615030238
"F9661","F9661","diagnosis","UC",0.13842218896759
"F14273","F14273","diagnosis","UC",0.138494537571205
"F43458","F43458","diagnosis","UC",0.138522149820027
"F642","F642","diagnosis","UC",0.138586379275962
"F5491","F5491","diagnosis","UC",0.138586379275962
"F7623","F7623","diagnosis","UC",0.138586379275962
"F27477","F27477","diagnosis","UC",0.138586379275962
"F64369","F64369","diagnosis","UC",0.138586379275962
"F57458","F57458","diagnosis","UC",0.138604622735153
"F47334","F47334","diagnosis","UC",0.138610533718589
"F319","F319","diagnosis","UC",0.138610533718589
"F22426","F22426","diagnosis","UC",0.138610533718589
"F30443","F30443","diagnosis","UC",0.138610533718589
"F11381","F11381","diagnosis","UC",0.138643160607578
"F42309","F42309","diagnosis","UC",0.138691781167499
"F29543","F29543","diagnosis","UC",0.13871417642858
"F44423","F44423","diagnosis","UC",0.138834636622276
"F49070","F49070","diagnosis","UC",0.138838869633356
"F13177","F13177","diagnosis","UC",0.138858792576088
"F36925","F36925","diagnosis","UC",0.138871365902227
"F3728","F3728","diagnosis","UC",0.138872538489217
"F26687","F26687","diagnosis","UC",0.138913492590636
"F34428","F34428","diagnosis","UC",0.139078171047044
"F30586","F30586","diagnosis","UC",0.139078171047044
"F53609","F53609","diagnosis","UC",0.139078171047044
"F12077","F12077","diagnosis","UC",0.139078171047044
"F26836","F26836","diagnosis","UC",0.139101320490983
"F41679","F41679","diagnosis","UC",0.139196620140654
"F49805","F49805","diagnosis","UC",0.139203234149338
"F18785","F18785","diagnosis","UC",0.139203234149338
"F18594","F18594","diagnosis","UC",0.139269706777948
"F7991","F7991","diagnosis","UC",0.139269706777948
"F12940","F12940","diagnosis","UC",0.139269706777948
"F16412","F16412","diagnosis","UC",0.139270626858627
"F3823","F3823","diagnosis","UC",0.139377592371955
"F6135","F6135","diagnosis","UC",0.139402811538857
"F24420","F24420","diagnosis","UC",0.139412259041179
"F10945","F10945","diagnosis","UC",0.139420752387243
"F11763","F11763","diagnosis","UC",0.139439813718692
"F20826","F20826","diagnosis","UC",0.139439813718692
"F30581","F30581","diagnosis","UC",0.139439813718692
"F55244","F55244","diagnosis","UC",0.139461937417244
"F855","F855","diagnosis","UC",0.139493907973638
"F47080","F47080","diagnosis","UC",0.139500417986343
"F48197","F48197","diagnosis","UC",0.139524479235635
"F59221","F59221","diagnosis","UC",0.139572499241658
"F38783","F38783","diagnosis","UC",0.139579289953116
"F22609","F22609","diagnosis","UC",0.139581138365421
"F3174","F3174","diagnosis","UC",0.139624423643943
"F36558","F36558","diagnosis","UC",0.139675285796386
"F19429","F19429","diagnosis","UC",0.139678145666644
"F51062","F51062","diagnosis","UC",0.139678145666644
"F14798","F14798","diagnosis","UC",0.139683257015633
"F1838","F1838","diagnosis","UC",0.13974440386298
"F16578","F16578","diagnosis","UC",0.139783258695925
"F12178","F12178","diagnosis","UC",0.139787617794107
"F27856","F27856","diagnosis","UC",0.139787617794107
"F10925","F10925","diagnosis","UC",0.139838977938131
"F28862","F28862","diagnosis","UC",0.139838977938131
"F11507","F11507","diagnosis","UC",0.139838977938131
"F10357","F10357","diagnosis","UC",0.139901552175793
"F25209","F25209","diagnosis","UC",0.13999446345813
"F6401","F6401","diagnosis","UC",0.139994737341489
"F8644","F8644","diagnosis","UC",0.140036648026106
"F37035","F37035","diagnosis","UC",0.140036648026106
"F56214","F56214","diagnosis","UC",0.140036648026106
"F5945","F5945","diagnosis","UC",0.140039727204089
"F19584","F19584","diagnosis","UC",0.140039727204089
"F19393","F19393","diagnosis","UC",0.140065221329829
"F7770","F7770","diagnosis","UC",0.140090448968627
"F53005","F53005","diagnosis","UC",0.140119203704767
"F9563","F9563","diagnosis","UC",0.140163263759603
"F54735","F54735","diagnosis","UC",0.140163263759603
"F6245","F6245","diagnosis","UC",0.140186918681969
"F7432","F7432","diagnosis","UC",0.140231307368183
"F56182","F56182","diagnosis","UC",0.140278935196226
"F26073","F26073","diagnosis","UC",0.140319829900918
"F30322","F30322","diagnosis","UC",0.140413646337032
"F43628","F43628","diagnosis","UC",0.140437755453261
"F49218","F49218","diagnosis","UC",0.140447053836046
"F24560","F24560","diagnosis","UC",0.140447053836046
"F61661","F61661","diagnosis","UC",0.140481126570974
"F2885","F2885","diagnosis","UC",0.140484600368726
"F4911","F4911","diagnosis","UC",0.140530255492059
"F62465","F62465","diagnosis","UC",0.14054439289629
"F25775","F25775","diagnosis","UC",0.14054439289629
"F4870","F4870","diagnosis","UC",0.14054439289629
"F50927","F50927","diagnosis","UC",0.14054439289629
"F26416","F26416","diagnosis","UC",0.140550005967932
"F11969","F11969","diagnosis","UC",0.140551181002703
"F25697","F25697","diagnosis","UC",0.140551181002703
"F4624","F4624","diagnosis","UC",0.140584708407394
"F30133","F30133","diagnosis","UC",0.140635287615013
"F21875","F21875","diagnosis","UC",0.140666181706967
"F11748","F11748","diagnosis","UC",0.140709617012167
"F26495","F26495","diagnosis","UC",0.140709617012167
"F11638","F11638","diagnosis","UC",0.140802816902669
"F39039","F39039","diagnosis","UC",0.140802816902669
"F6309","F6309","diagnosis","UC",0.140823933079468
"F49320","F49320","diagnosis","UC",0.140949416819567
"F39102","F39102","diagnosis","UC",0.140949416819567
"F24658","F24658","diagnosis","UC",0.140949416819567
"F47492","F47492","diagnosis","UC",0.140949416819567
"F367","F367","diagnosis","UC",0.140959284439853
"F20983","F20983","diagnosis","UC",0.141088924431103
"F66264","F66264","diagnosis","UC",0.141088924431103
"F28484","F28484","diagnosis","UC",0.141110767505008
"F43731","F43731","diagnosis","UC",0.141148582021645
"F16594","F16594","diagnosis","UC",0.141148582021645
"F8189","F8189","diagnosis","UC",0.141155930782225
"F59151","F59151","diagnosis","UC",0.141163784059743
"F3182","F3182","diagnosis","UC",0.141164444050827
"F35831","F35831","diagnosis","UC",0.141164444050827
"F54711","F54711","diagnosis","UC",0.141188514230432
"F61679","F61679","diagnosis","UC",0.141188514230432
"F18001","F18001","diagnosis","UC",0.141196389155718
"F49303","F49303","diagnosis","UC",0.14119742894184
"F11368","F11368","diagnosis","UC",0.141214449177523
"F31741","F31741","diagnosis","UC",0.141214449177523
"F26577","F26577","diagnosis","UC",0.141229166229657
"F29537","F29537","diagnosis","UC",0.141240386540845
"F48133","F48133","diagnosis","UC",0.141269433668048
"F24687","F24687","diagnosis","UC",0.141272328508377
"F42506","F42506","diagnosis","UC",0.141272328508377
"F5526","F5526","diagnosis","UC",0.141272328508377
"F9814","F9814","diagnosis","UC",0.141272328508377
"F3855","F3855","diagnosis","UC",0.141314051250622
"F7567","F7567","diagnosis","UC",0.141314051250622
"F44976","F44976","diagnosis","UC",0.141365814853841
"F51411","F51411","diagnosis","UC",0.141383295471641
"F24485","F24485","diagnosis","UC",0.141431573566791
"F19750","F19750","diagnosis","UC",0.141467309207262
"F12047","F12047","diagnosis","UC",0.141533793614743
"F878","F878","diagnosis","UC",0.141619769948957
"F18914","F18914","diagnosis","UC",0.141620086818559
"F6728","F6728","diagnosis","UC",0.141659108003378
"F54920","F54920","diagnosis","UC",0.141659108003378
"F54223","F54223","diagnosis","UC",0.141659108003378
"F49814","F49814","diagnosis","UC",0.141731254582643
"F32981","F32981","diagnosis","UC",0.141826733795987
"F12342","F12342","diagnosis","UC",0.141887074696104
"F765","F765","diagnosis","UC",0.141923802589679
"F45347","F45347","diagnosis","UC",0.141926867686004
"F31037","F31037","diagnosis","UC",0.141985140965635
"F33236","F33236","diagnosis","UC",0.141985140965635
"F34615","F34615","diagnosis","UC",0.141985140965635
"F20906","F20906","diagnosis","UC",0.142043672443059
"F9793","F9793","diagnosis","UC",0.14207814393273
"F43892","F43892","diagnosis","UC",0.142096657061534
"F38289","F38289","diagnosis","UC",0.142096657061534
"F43759","F43759","diagnosis","UC",0.142149825280882
"F47194","F47194","diagnosis","UC",0.142175426641362
"F11953","F11953","diagnosis","UC",0.142175426641362
"F23377","F23377","diagnosis","UC",0.142175426641362
"F39850","F39850","diagnosis","UC",0.14219345479148
"F44564","F44564","diagnosis","UC",0.14219345479148
"F7566","F7566","diagnosis","UC",0.142231126394616
"F34026","F34026","diagnosis","UC",0.142232220250213
"F49457","F49457","diagnosis","UC",0.142232220250213
"F45391","F45391","diagnosis","UC",0.142232220250213
"F35663","F35663","diagnosis","UC",0.142250358718267
"F44187","F44187","diagnosis","UC",0.142254556223238
"F17594","F17594","diagnosis","UC",0.142254556223238
"F28321","F28321","diagnosis","UC",0.142254556223238
"F27787","F27787","diagnosis","UC",0.142265737907899
"F47901","F47901","diagnosis","UC",0.142307534775754
"F10196","F10196","diagnosis","UC",0.142312390353921
"F36985","F36985","diagnosis","UC",0.142331909887836
"F49092","F49092","diagnosis","UC",0.142364751152704
"F48566","F48566","diagnosis","UC",0.142370820595361
"F34356","F34356","diagnosis","UC",0.142370820595361
"F194","F194","diagnosis","UC",0.142398990977811
"F56410","F56410","diagnosis","UC",0.142398990977811
"F7772","F7772","diagnosis","UC",0.142427650254189
"F7505","F7505","diagnosis","UC",0.142427650254189
"F25244","F25244","diagnosis","UC",0.142443318969131
"F55250","F55250","diagnosis","UC",0.142452282550891
"F36352","F36352","diagnosis","UC",0.142456737045458
"F50990","F50990","diagnosis","UC",0.142456737045458
"F58273","F58273","diagnosis","UC",0.142456737045458
"F11685","F11685","diagnosis","UC",0.142456737045458
"F34641","F34641","diagnosis","UC",0.142456737045458
"F31213","F31213","diagnosis","UC",0.14248072251259
"F1850","F1850","diagnosis","UC",0.142506007996211
"F21351","F21351","diagnosis","UC",0.142506007996211
"F44627","F44627","diagnosis","UC",0.142506007996211
"F1832","F1832","diagnosis","UC",0.142506007996211
"F48153","F48153","diagnosis","UC",0.142508483695136
"F30077","F30077","diagnosis","UC",0.142661146184184
"F3411","F3411","diagnosis","UC",0.142676996670623
"F18515","F18515","diagnosis","UC",0.142722236198679
"F26692","F26692","diagnosis","UC",0.142723467991903
"F10761","F10761","diagnosis","UC",0.142743479920825
"F3523","F3523","diagnosis","UC",0.142743479920825
"F54397","F54397","diagnosis","UC",0.14276275425444
"F29363","F29363","diagnosis","UC",0.14276275425444
"F47629","F47629","diagnosis","UC",0.14276275425444
"F21580","F21580","diagnosis","UC",0.142788511181124
"F48448","F48448","diagnosis","UC",0.14287375472902
"F9712","F9712","diagnosis","UC",0.142884023068802
"F28195","F28195","diagnosis","UC",0.142898900593515
"F25791","F25791","diagnosis","UC",0.142898900593515
"F4052","F4052","diagnosis","UC",0.142901915373192
"F11353","F11353","diagnosis","UC",0.142901915373192
"F57545","F57545","diagnosis","UC",0.142901915373192
"F21265","F21265","diagnosis","UC",0.142909329590081
"F26592","F26592","diagnosis","UC",0.142909329590081
"F6590","F6590","diagnosis","UC",0.142933298633533
"F3436","F3436","diagnosis","UC",0.143010255610744
"F17049","F17049","diagnosis","UC",0.143083252155135
"F22383","F22383","diagnosis","UC",0.143083252155135
"F27475","F27475","diagnosis","UC",0.143087733638732
"F3142","F3142","diagnosis","UC",0.143099857145389
"F17533","F17533","diagnosis","UC",0.143106186633075
"F17301","F17301","diagnosis","UC",0.143233116698733
"F15847","F15847","diagnosis","UC",0.143252987799106
"F29950","F29950","diagnosis","UC",0.143252987799106
"F38686","F38686","diagnosis","UC",0.143258329682099
"F44023","F44023","diagnosis","UC",0.143335578633561
"F10226","F10226","diagnosis","UC",0.14339134078951
"F59928","F59928","diagnosis","UC",0.143398809999401
"F51229","F51229","diagnosis","UC",0.143414151282244
"F15532","F15532","diagnosis","UC",0.143425933924909
"F57770","F57770","diagnosis","UC",0.143438042630686
"F3297","F3297","diagnosis","UC",0.143470669223778
"F36685","F36685","diagnosis","UC",0.143472314789065
"F4396","F4396","diagnosis","UC",0.143481397312075
"F11343","F11343","diagnosis","UC",0.143481397312075
"F3220","F3220","diagnosis","UC",0.143481397312075
"F39095","F39095","diagnosis","UC",0.143562617836085
"F51847","F51847","diagnosis","UC",0.143612550285445
"F36659","F36659","diagnosis","UC",0.143650443661925
"F45904","F45904","diagnosis","UC",0.143696200495419
"F11809","F11809","diagnosis","UC",0.14369709806964
"F39684","F39684","diagnosis","UC",0.14369709806964
"F41968","F41968","diagnosis","UC",0.14369709806964
"F34454","F34454","diagnosis","UC",0.14369709806964
"F4762","F4762","diagnosis","UC",0.143712808715242
"F47091","F47091","diagnosis","UC",0.143712808715242
"F4146","F4146","diagnosis","UC",0.143712808715242
"F2964","F2964","diagnosis","UC",0.143795272115167
"F31483","F31483","diagnosis","UC",0.143795272115167
"F25063","F25063","diagnosis","UC",0.143847507247657
"F39481","F39481","diagnosis","UC",0.143847507247657
"F2009","F2009","diagnosis","UC",0.143867396994138
"F54978","F54978","diagnosis","UC",0.143900682039071
"F6641","F6641","diagnosis","UC",0.143959205899919
"F57306","F57306","diagnosis","UC",0.143986746442889
"F61831","F61831","diagnosis","UC",0.143986746442889
"F50442","F50442","diagnosis","UC",0.143987471080042
"F20484","F20484","diagnosis","UC",0.143987471080042
"F47116","F47116","diagnosis","UC",0.144014188954889
"F14800","F14800","diagnosis","UC",0.144018598053395
"F52053","F52053","diagnosis","UC",0.144024328739604
"F51504","F51504","diagnosis","UC",0.144034275422778
"F62829","F62829","diagnosis","UC",0.144095362079293
"F56011","F56011","diagnosis","UC",0.144103675808375
"F27013","F27013","diagnosis","UC",0.144182996999441
"F27338","F27338","diagnosis","UC",0.144204404192046
"F5049","F5049","diagnosis","UC",0.14423707921891
"F23490","F23490","diagnosis","UC",0.14423707921891
"F18973","F18973","diagnosis","UC",0.144245483867742
"F66758","F66758","diagnosis","UC",0.14425683746303
"F7833","F7833","diagnosis","UC",0.144276949135874
"F3926","F3926","diagnosis","UC",0.144313853737751
"F7585","F7585","diagnosis","UC",0.144318635249308
"F41417","F41417","diagnosis","UC",0.144321994095254
"F25358","F25358","diagnosis","UC",0.144323649462362
"F1509","F1509","diagnosis","UC",0.144330529985548
"F35280","F35280","diagnosis","UC",0.144375434849172
"F60868","F60868","diagnosis","UC",0.144375434849172
"F2249","F2249","diagnosis","UC",0.144389955156
"F25052","F25052","diagnosis","UC",0.144389955156
"F26949","F26949","diagnosis","UC",0.144389955156
"F52763","F52763","diagnosis","UC",0.14443296801358
"F51688","F51688","diagnosis","UC",0.144455389467881
"F12214","F12214","diagnosis","UC",0.144590980585052
"F42662","F42662","diagnosis","UC",0.144591578541116
"F365","F365","diagnosis","UC",0.144804471821829
"F5522","F5522","diagnosis","UC",0.144809361617605
"F48090","F48090","diagnosis","UC",0.144839754430756
"F52694","F52694","diagnosis","UC",0.144839754430756
"F8134","F8134","diagnosis","UC",0.144850824735822
"F15479","F15479","diagnosis","UC",0.144865773238325
"F12063","F12063","diagnosis","UC",0.144939533838401
"F17530","F17530","diagnosis","UC",0.144939533838401
"F43060","F43060","diagnosis","UC",0.144953885150223
"F25927","F25927","diagnosis","UC",0.144963747218015
"F11374","F11374","diagnosis","UC",0.144978710454929
"F6998","F6998","diagnosis","UC",0.144986493745526
"F52130","F52130","diagnosis","UC",0.144986493745526
"F64410","F64410","diagnosis","UC",0.14499492236078
"F29214","F29214","diagnosis","UC",0.145008410969192
"F54892","F54892","diagnosis","UC",0.145018559340348
"F28452","F28452","diagnosis","UC",0.145035767658439
"F20623","F20623","diagnosis","UC",0.145037670558986
"F34614","F34614","diagnosis","UC",0.145037863852389
"F23302","F23302","diagnosis","UC",0.145037863852389
"F51735","F51735","diagnosis","UC",0.145096513198315
"F1073","F1073","diagnosis","UC",0.14511731847929
"F23277","F23277","diagnosis","UC",0.145167415170558
"F1302","F1302","diagnosis","UC",0.145167415170558
"F53775","F53775","diagnosis","UC",0.145167415170558
"F11979","F11979","diagnosis","UC",0.145275508223131
"F9942","F9942","diagnosis","UC",0.145283183952352
"F5487","F5487","diagnosis","UC",0.145350473123698
"F55078","F55078","diagnosis","UC",0.145399076879392
"F8682","F8682","diagnosis","UC",0.145399377093396
"F57904","F57904","diagnosis","UC",0.145399377093396
"F19110","F19110","diagnosis","UC",0.145399377093396
"F45774","F45774","diagnosis","UC",0.145399377093396
"F17110","F17110","diagnosis","UC",0.145399377093396
"F35320","F35320","diagnosis","UC",0.145399377093396
"F32902","F32902","diagnosis","UC",0.145431690109648
"F51965","F51965","diagnosis","UC",0.145431690109648
"F25048","F25048","diagnosis","UC",0.145544054783116
"F40493","F40493","diagnosis","UC",0.14554734441264
"F31078","F31078","diagnosis","UC",0.145598874122691
"F38737","F38737","diagnosis","UC",0.145598874122691
"F55878","F55878","diagnosis","UC",0.145631950925536
"F48666","F48666","diagnosis","UC",0.145681487946458
"F125","F125","diagnosis","UC",0.145684102552482
"F21564","F21564","diagnosis","UC",0.145686673020761
"F56435","F56435","diagnosis","UC",0.14588994821588
"F53465","F53465","diagnosis","UC",0.145915661148146
"F50841","F50841","diagnosis","UC",0.145967160690488
"F56048","F56048","diagnosis","UC",0.145992428001641
"F52101","F52101","diagnosis","UC",0.145996540177582
"F3871","F3871","diagnosis","UC",0.146012316410878
"F42468","F42468","diagnosis","UC",0.146012316410878
"F25238","F25238","diagnosis","UC",0.146012316410878
"F44681","F44681","diagnosis","UC",0.146021066189218
"F23673","F23673","diagnosis","UC",0.146041916075341
"F31924","F31924","diagnosis","UC",0.146041916075341
"F26872","F26872","diagnosis","UC",0.146096911912386
"F51888","F51888","diagnosis","UC",0.146096911912386
"F51180","F51180","diagnosis","UC",0.146106668068321
"F18797","F18797","diagnosis","UC",0.146106696895132
"F24590","F24590","diagnosis","UC",0.146106696895132
"F1613","F1613","diagnosis","UC",0.146205388643902
"F10712","F10712","diagnosis","UC",0.146208780049989
"F23439","F23439","diagnosis","UC",0.146208780049989
"F30807","F30807","diagnosis","UC",0.146208780049989
"F37996","F37996","diagnosis","UC",0.146208780049989
"F9386","F9386","diagnosis","UC",0.146212044550198
"F3369","F3369","diagnosis","UC",0.146226376247378
"F59592","F59592","diagnosis","UC",0.146230020739994
"F17300","F17300","diagnosis","UC",0.146230020739994
"F53461","F53461","diagnosis","UC",0.146270611507165
"F3425","F3425","diagnosis","UC",0.146290686702963
"F6494","F6494","diagnosis","UC",0.146312823029649
"F57341","F57341","diagnosis","UC",0.146312823029649
"F31645","F31645","diagnosis","UC",0.146312823029649
"F50107","F50107","diagnosis","UC",0.146319793946432
"F10147","F10147","diagnosis","UC",0.146499176153083
"F20732","F20732","diagnosis","UC",0.146499176153083
"F25525","F25525","diagnosis","UC",0.146516097603397
"F48478","F48478","diagnosis","UC",0.146516282111066
"F29639","F29639","diagnosis","UC",0.146535437067601
"F9911","F9911","diagnosis","UC",0.146582062856738
"F59159","F59159","diagnosis","UC",0.146631152291818
"F26283","F26283","diagnosis","UC",0.14669253654519
"F43813","F43813","diagnosis","UC",0.14669253654519
"F4938","F4938","diagnosis","UC",0.146725016270429
"F48107","F48107","diagnosis","UC",0.146938157770327
"F26732","F26732","diagnosis","UC",0.146938157770327
"F42762","F42762","diagnosis","UC",0.146938157770327
"F36983","F36983","diagnosis","UC",0.146938157770327
"F7090","F7090","diagnosis","UC",0.146938157770327
"F53224","F53224","diagnosis","UC",0.146938157770327
"F10936","F10936","diagnosis","UC",0.146938157770327
"F29991","F29991","diagnosis","UC",0.146938157770327
"F58431","F58431","diagnosis","UC",0.146975861037214
"F44779","F44779","diagnosis","UC",0.147058727296138
"F2762","F2762","diagnosis","UC",0.147058727296138
"F48653","F48653","diagnosis","UC",0.147089593382861
"F29680","F29680","diagnosis","UC",0.147092252098663
"F362","F362","diagnosis","UC",0.14710755942824
"F48063","F48063","diagnosis","UC",0.14714189549063
"F6916","F6916","diagnosis","UC",0.147160970983515
"F16844","F16844","diagnosis","UC",0.147160970983515
"F31785","F31785","diagnosis","UC",0.147280417318673
"F42844","F42844","diagnosis","UC",0.147329490483722
"F50600","F50600","diagnosis","UC",0.147334118656562
"F4549","F4549","diagnosis","UC",0.147344778820116
"F34937","F34937","diagnosis","UC",0.147344778820116
"F34461","F34461","diagnosis","UC",0.147351148864146
"F1534","F1534","diagnosis","UC",0.147361641233476
"F733","F733","diagnosis","UC",0.147361641233476
"F30436","F30436","diagnosis","UC",0.147364976763233
"F51804","F51804","diagnosis","UC",0.147389832041467
"F56537","F56537","diagnosis","UC",0.147389832041467
"F5227","F5227","diagnosis","UC",0.147389832041467
"F30951","F30951","diagnosis","UC",0.147389832041467
"F45027","F45027","diagnosis","UC",0.147487349303455
"F45395","F45395","diagnosis","UC",0.147508742098202
"F62497","F62497","diagnosis","UC",0.147508742098202
"F32374","F32374","diagnosis","UC",0.147568867819644
"F18519","F18519","diagnosis","UC",0.147568867819644
"F24384","F24384","diagnosis","UC",0.147568867819644
"F9821","F9821","diagnosis","UC",0.147589630188909
"F5364","F5364","diagnosis","UC",0.147589630188909
"F43788","F43788","diagnosis","UC",0.147627903981962
"F60870","F60870","diagnosis","UC",0.147627903981962
"F11681","F11681","diagnosis","UC",0.147629463755696
"F8924","F8924","diagnosis","UC",0.147685968350603
"F8970","F8970","diagnosis","UC",0.147711596319434
"F44043","F44043","diagnosis","UC",0.147774144103154
"F51205","F51205","diagnosis","UC",0.147801239941278
"F8492","F8492","diagnosis","UC",0.147801239941278
"F5047","F5047","diagnosis","UC",0.147850208621648
"F46248","F46248","diagnosis","UC",0.147914124583816
"F5490","F5490","diagnosis","UC",0.147931845613247
"F39158","F39158","diagnosis","UC",0.147931845613247
"F25526","F25526","diagnosis","UC",0.148076740633671
"F53323","F53323","diagnosis","UC",0.148150747783233
"F24373","F24373","diagnosis","UC",0.148176912748798
"F5675","F5675","diagnosis","UC",0.148251850307173
"F19635","F19635","diagnosis","UC",0.14828922418035
"F6726","F6726","diagnosis","UC",0.148300715196354
"F23619","F23619","diagnosis","UC",0.148388987203189
"F4092","F4092","diagnosis","UC",0.148440571996464
"F53682","F53682","diagnosis","UC",0.148440571996464
"F4889","F4889","diagnosis","UC",0.148447251245649
"F11111","F11111","diagnosis","UC",0.14851101626215
"F63515","F63515","diagnosis","UC",0.148604287676699
"F14364","F14364","diagnosis","UC",0.148604287676699
"F49193","F49193","diagnosis","UC",0.148666230340015
"F54977","F54977","diagnosis","UC",0.148671876879729
"F5241","F5241","diagnosis","UC",0.148744156789528
"F11425","F11425","diagnosis","UC",0.148744156789528
"F30984","F30984","diagnosis","UC",0.148744156789528
"F11819","F11819","diagnosis","UC",0.148841363651546
"F23107","F23107","diagnosis","UC",0.148841363651546
"F45467","F45467","diagnosis","UC",0.148841363651546
"F33510","F33510","diagnosis","UC",0.148878036845679
"F51955","F51955","diagnosis","UC",0.148923152796696
"F31673","F31673","diagnosis","UC",0.148944517029912
"F39002","F39002","diagnosis","UC",0.148961612544953
